Overall_Rank	Gender_Rank	Div_Rank	Bib	Name	Gender	Division	Country	Club	Penalty	Swim	T1	Bike	T2	Run	Total_Time
742	710	164	1861	Johannes Wust	M	M30-34	DEU	SISU BERLIN		01:15:55	00:03:24	05:26:33	00:01:36	03:47:56	10:35:23
743	711	165	1387	Wolfgang Bürger	M	M30-34	DEU	FRANKEN SPEED FIGHTER E.V.		01:05:08	00:03:30	05:16:44	00:02:20	04:07:43	10:35:23
744	712	69	1212	Benjamin Triebs	M	M25-29	DEU	Gersthofen		01:05:38	00:03:33	05:40:43	00:05:47	03:39:50	10:35:29
745	713	166	1994	Daniele Trinca	M	M30-34	ITA	MERSEY TRI		01:19:14	00:03:47	05:34:45	00:03:08	03:34:42	10:35:34
746	714	167	1252	Martin Melcher	M	M30-34	DNK	København S		01:06:03	00:02:17	05:23:29	00:02:40	04:01:10	10:35:36
747	715	168	329	Raúl Casañas	M	M30-34	ESP	ORBEA - ORCA		01:29:14	00:02:51	05:11:23	00:06:18	03:45:58	10:35:41
748	716	169	1087	Kai Schmid	M	M30-34	DEU	MRRC MÜNCHEN		00:54:50	00:02:20	05:20:28	00:02:58	04:15:12	10:35:47
749	717	145	471	David Rudzicki	M	M35-39	DEU	TRI FINISH MÜNSTER		01:07:09	00:03:17	04:59:28	00:02:08	04:23:48	10:35:48
750	718	170	454	Matthias Kobler	M	M30-34	DEU	RECARO NONPLUSULTRA		01:10:42	00:04:42	05:24:03	00:02:37	03:53:48	10:35:50
751	719	107	1381	Aj Thompson	M	M45-49	NZL	Kinloch		01:07:46	00:04:16	05:14:29	00:03:23	04:05:59	10:35:51
752	720	146	1650	Stefan Mühlbichler	M	M35-39	DEU	M.O.N.		01:09:44	00:04:18	05:36:57	00:01:52	03:43:04	10:35:54
753	721	147	1348	Michael Plendl	M	M35-39	DEU	TWIN NEUMARKT		01:10:54	00:03:04	05:09:59	00:04:03	04:08:03	10:36:01
754	722	172	2237	Nicolas Dr. Thevenin	M	M40-44	FRA	ECAC TRIATHLON		01:06:57	00:03:23	05:12:06	00:02:09	04:11:29	10:36:02
755	723	108	2218	Roy Jones	M	M45-49	GBR	TRI TEAM GLOS		01:07:43	00:03:32	05:27:35	00:02:49	03:54:27	10:36:04
756	724	148	1056	George Karolemeas	M	M35-39	GBR	FUL ON TRI		01:13:43	00:02:40	05:25:45	00:01:49	03:52:17	10:36:11
757	725	109	1357	Ulrich Maucher	M	M45-49	DEU	TSV MÜNCHINGEN		01:16:25	00:04:06	05:13:13	00:03:32	03:58:56	10:36:11
758	726	110	432	Detlef Engelhardt	M	M45-49	DEU	TEAM KLINIKUM NÜRNBERG		01:19:12	00:02:59	05:17:34	00:02:00	03:54:29	10:36:12
759	727	111	2047	Arran Leighton	M	M45-49	GBR	TEESDALE TRIATHLON CLUB		01:07:25	00:04:01	05:20:41	00:03:02	04:01:06	10:36:13
760	728	173	1352	Frank Kutzner	M	M40-44	DEU	LEIPZIGER TRIATHLON E.V.		01:24:09	00:03:01	04:54:27	00:02:24	04:12:16	10:36:16
761	729	112	1640	Christoph Dr. Schneider	M	M45-49	AUT	X3 TEAM AUSTRIA		01:08:10	00:03:18	05:21:49	00:03:09	03:59:55	10:36:18
762	730	171	1447	Florian Dr. Hagn	M	M30-34	DEU	FREUNDINNEN UND FREUNDE DER BERGE		01:17:37	00:03:16	05:15:41	00:01:59	03:57:49	10:36:21
763	731	113	1668	Rainer Müller	M	M45-49	DEU	ASK MÜNCHEN SÜD		01:09:40	00:02:55	05:06:30	00:03:07	04:14:17	10:36:27
764	732	149	1278	Andrea Babici	M	M35-39	ITA	POOL SPORT TRIESTE		01:10:04	00:03:32	05:08:32	00:02:47	04:11:37	10:36:30
765	733	174	1882	Holger Kessel	M	M40-44	DEU	TSG 08 ROTH		01:05:05	00:03:15	05:18:28	00:03:26	04:06:24	10:36:37
766	734	6	1675	Roland Helsper	M	M55-59	DEU	SV BLAU-WEIß BOCHUM		01:09:38	00:02:25	05:28:25	00:03:13	03:53:02	10:36:41
767	735	114	2780	Matthias Frank	M	M45-49	DEU	BADISCHE STAHLKOCHER		01:17:58	00:04:37	05:14:45	00:04:12	03:55:12	10:36:42
768	736	150	1712	Dirk Drumann	M	M35-39	DEU	SC NEUKIRCHEN		01:08:55	00:04:22	05:10:30	00:01:48	04:11:11	10:36:45
769	737	175	1334	Philippe Clavert	M	M40-44	FRA	ASPTT STRASBOURG TRIATHLON		01:21:17	00:03:59	05:19:32	00:02:28	03:49:38	10:36:50
770	738	151	956	Axel Näther	M	M35-39	DEU	BADERMAINZL TRITEAM ROSENHEIM		01:05:08	00:04:51	05:14:10	00:01:50	04:11:04	10:37:01
771	739	176	1396	Gianluca Dr. Zappa	M	M40-44	ITA	TRIATHLON LECCO		01:10:54	00:03:00	05:33:20	00:02:43	03:47:14	10:37:08
772	740	70	3394	Ben Heindel	M	M25-29	DEU	FEUER, EIS & DYNAMIT		01:25:58	00:06:35	05:38:50	00:05:29	03:20:30	10:37:20
773	741	115	1293	Peter Pisinger	M	M45-49	DEU	LV DEGGENDORF		01:12:19	00:02:54	05:26:42	00:02:33	03:52:56	10:37:23
774	742	172	1224	Mario Elsen	M	M30-34	BEL	SCBTRI		01:13:18	00:02:57	05:14:45	00:01:56	04:04:31	10:37:25
775	743	177	1436	Eliav Bar-David	M	M40-44	ISR	NITRO		01:12:10	00:05:22	05:26:13	00:02:54	03:50:48	10:37:26
776	744	71	1693	Andreas Reiter	M	M25-29	DEU	TRI TEAM FFB		01:07:44	00:02:58	05:07:39	00:01:42	04:17:25	10:37:27
777	745	152	1810	Valerio Ottaviani	M	M35-39	ITA	ROMA TRIATHLON		01:12:53	00:03:06	05:18:05	00:03:22	04:00:04	10:37:28
778	746	173	994	Patrick Jobst	M	M30-34	DEU	Nürnberg		01:14:54	00:03:27	04:57:39	00:01:41	04:19:59	10:37:39
779	747	153	1598	Christian Dr. Dietzen	M	M35-39	DEU	HARDTSEEMAFIA TRIATHLON		01:34:45	00:03:32	05:25:23	00:03:48	03:30:12	10:37:39
780	748	31	1462	Uwe Zugschwerdt	M	M50-54	DEU	TV IMMENSTADT		01:13:58	00:03:23	05:08:12	00:02:58	04:09:14	10:37:43
781	749	178	1469	José Alfonso Dr. Lorente	M	M40-44	ESP	C.E. PICORNELL		01:11:11	00:04:17	05:28:01	00:04:43	03:49:35	10:37:45
782	750	154	2148	Stephan Pape	M	M35-39	DEU	TRIABOLOS TRIATHLON HAMBURG E.V.		01:15:31	00:04:26	05:21:11	00:03:09	03:53:32	10:37:47
783	751	116	1673	Marc D`hooge	M	M45-49	BEL	TRILUX		01:09:35	00:04:27	05:21:02	00:02:23	04:00:27	10:37:52
784	752	179	1104	Fred Lettau	M	M40-44	DEU	VFR SIMMERN		01:07:34	00:02:45	05:17:08	00:02:31	04:08:08	10:38:03
785	753	155	1148	Michael Vrubel	M	M35-39	AUT	TEAMRUNSPORT		01:20:32	00:03:19	05:19:03	00:02:33	03:52:45	10:38:10
786	754	156	1076	Brian Slattery	M	M35-39	IRL	WATERFORD TRIATHLON CLUB		01:10:15	00:03:42	05:37:28	00:02:18	03:44:29	10:38:11
787	755	7	1180	Peer Gschwandtner	M	M55-59	DEU	TRIA SCHRAMBERG		01:04:41	00:07:54	05:23:50	00:02:21	03:59:34	10:38:18
788	756	157	1048	Rasmus Leicht	M	M35-39	DEU	TRIATHLON KARLSFELD		01:02:45	00:02:09	05:15:38	00:02:22	04:15:29	10:38:21
789	757	117	1340	Thomas Stoldt	M	M45-49	DEU	SV BERLIN CHEMIE		01:13:34	00:03:23	05:26:44	00:02:14	03:52:31	10:38:24
790	758	32	225	Bruno Struyf	M	M50-54	BEL	KTT BELGIUM		01:10:36	00:02:53	05:19:41	00:01:30	04:03:47	10:38:24
791	759	33	989	Willi Verleysdonk	M	M50-54	DEU	M. GLADBACHER TV 1848 E.V.		01:13:51	00:02:45	05:17:22	00:02:32	04:01:57	10:38:25
792	760	158	343	Sven Frommann	M	M35-39	DEU	SV SOLIDARITÄT ISMANING		01:20:04	00:04:04	05:23:26	00:02:35	03:48:22	10:38:30
793	761	34	1284	Michael Steger	M	M50-54	DEU	ZEBRA RACING TEAM		01:18:23	00:04:35	05:30:07	00:02:26	03:43:02	10:38:32
794	762	118	1000	Gottfried Leherbauer	M	M45-49	AUT	RC MARTINS BIKESHOP UNKEN		01:11:27	00:03:56	05:16:41	00:02:22	04:04:16	10:38:40
795	763	180	1175	Wolfgang Köberl	M	M40-44	AUT	HURTIGFLINK LTC		01:13:35	00:02:08	05:26:12	00:01:53	03:54:58	10:38:43
796	764	72	1208	Lars Albrecht	M	M25-29	DEU	TEAM ERDINGER ALKOHOLFREI		01:19:52	00:03:40	05:10:49	00:03:16	04:01:08	10:38:44
797	765	159	976	Andreas Böhmann	M	M35-39	DEU	ESV TRI-TEAM		01:05:52	00:03:33	05:10:02	00:02:45	04:16:42	10:38:53
798	766	160	2219	António Dr. Moreira	M	M35-39	PRT	CLUBE DOS GALITOS		01:15:05	00:02:58	05:36:42	00:03:11	03:41:05	10:38:59
799	767	161	2152	Jaroslav Lebl	M	M35-39	CZE	Nejdek		01:02:42	00:04:32	05:33:23	00:03:36	03:54:49	10:39:00
800	768	119	2284	Frédéric Dr. Nowak	M	M45-49	FRA	TRIATHLON CLUB DE LIEVIN		01:00:25	00:03:27	05:35:19	00:04:09	03:55:43	10:39:02
801	769	181	390	Rafael Prof. Lopez Cazorla	M	M40-44	ESP	C.T. TORREMOLINOS		01:06:51	00:02:26	05:12:38	00:03:15	04:13:56	10:39:05
802	770	73	397	Martin Hengst	M	M25-29	DEU	SC CHEMNITZ TRIATHLON		00:59:11	00:02:47	05:22:23	00:01:36	04:13:15	10:39:09
803	33	9	537	Kerstin Troch	F	W30-34	DEU	LG METTENHEIM		01:02:39	00:02:17	05:38:26	00:02:00	03:53:50	10:39:10
804	771	182	400	Martin Umgeher	M	M40-44	AUT	PEWAG RACING TEAM		01:09:13	00:02:33	05:13:19	00:02:05	04:12:03	10:39:11
805	771	174	2354	Rune Pedersen	M	M30-34	DNK	AALBORG TRIATHLON KLUB		01:02:05	00:02:46	05:10:09	00:01:43	04:22:31	10:39:11
806	773	175	1843	Matthias Höfer	M	M30-34	DEU	TRI-TEAM-HAGEN		01:13:50	00:04:20	05:06:31	00:02:05	04:12:29	10:39:13
807	774	120	1248	Paul Jones	M	M45-49	GBR	BLACK COUNTRY TRIATHLETES		01:17:13	00:02:32	05:18:28	00:01:51	03:59:11	10:39:13
808	775	183	1762	Morten Liebach	M	M40-44	DNK	RANDERS FREJA TRIATHLON		01:06:12	00:02:29	05:24:45	00:02:37	04:03:12	10:39:13
809	776	184	1358	Mathias Braun	M	M40-44	DEU	TSV FELDAFING		01:02:10	00:02:20	05:22:18	00:01:41	04:10:52	10:39:19
810	34	3	2213	Kathrin Puff	F	W35-39	DEU	THANYAPURA		01:19:36	00:04:26	05:32:23	00:02:14	03:40:50	10:39:27
811	777	176	933	Stefan Henneberg	M	M30-34	DEU	TRIATHLON TEAM VOGTLAND		01:05:12	00:02:45	05:32:30	00:02:27	03:56:40	10:39:32
812	778	177	1187	Sebastian Bechmann	M	M30-34	DEU	TRIATHLON JENA		01:01:23	00:02:37	05:14:12	00:01:19	04:20:03	10:39:32
813	779	121	449	Roland Fürst	M	M45-49	DEU	TSG 08 ROTH		01:08:52	00:02:19	05:29:11	00:01:35	03:57:45	10:39:39
814	780	122	1880	Rolf Basse	M	M45-49	DEU	RSV TRIA BÜHLERTAL		01:03:18	00:02:44	05:22:27	00:01:56	04:09:26	10:39:50
815	781	185	1339	Jörg Heimsoth	M	M40-44	DEU	TSV BRUNSBROCK		01:08:25	00:05:39	05:38:33	00:04:27	03:42:52	10:39:55
816	35	10	532	Kathrin Stausberg	F	W30-34	DEU	EQUIPERED/ TV 1867 BAD SOBERNHEIM		01:06:34	00:03:24	05:37:06	00:02:41	03:50:14	10:39:57
817	782	186	2779	Alexander Hippach	M	M40-44	DEU	ESV INGOLSTADT TRIATHLON		00:59:46	00:05:18	05:15:05	00:18:22	04:01:30	10:39:59
818	783	162	1195	Mario Franz	M	M35-39	DEU	BF HANNOVER		01:04:36	00:03:38	05:02:05	00:02:56	04:26:47	10:40:00
819	784	178	2197	Gorka Dr. Bidegain	M	M30-34	ESP	HIRUKI - VALLE DE EGUES		01:17:53	00:07:02	05:18:57	00:05:00	03:51:12	10:40:02
820	785	123	382	Ingo Dr. Parche	M	M45-49	DEU	TRI GECKOS DORTMUND		01:06:34	00:02:48	05:18:03	00:02:08	04:10:33	10:40:03
821	786	187	3160	Richard Baumann	M	M40-44	DEU	Wickede		01:18:25	00:04:59	05:33:36	00:03:13	03:39:54	10:40:05
822	787	74	1611	Andreas Soergel	M	M25-29	DEU	STK GARCHING		01:14:22	00:04:25	05:30:04	00:03:08	03:48:11	10:40:08
823	788	124	1808	Martin Pfund	M	M45-49	DEU	3ATHLON BERN		01:12:24	00:04:04	05:27:59	00:03:05	03:52:41	10:40:10
824	789	179	1444	Tobias Döring	M	M30-34	DEU	HARDTSEEMAFIA TRIATHLON		01:02:51	00:05:17	05:14:56	00:01:59	04:15:11	10:40:11
825	790	180	2439	Stefan Preller	M	M30-34	DEU	MAINSCHLEIFEN-POWER TEAM		01:04:09	00:04:53	05:23:25	00:02:36	04:05:11	10:40:12
826	791	125	1645	Stephan Hünnerkopf	M	M45-49	DEU	TNT EXPRESS		01:30:15	00:03:39	05:35:33	00:02:11	03:28:39	10:40:14
827	792	75	455	Jaxon Taylor	M	M25-29	AUS	NOOSA TRIATHLON CLUB		00:56:07	00:03:15	05:21:19	00:02:55	04:16:47	10:40:21
828	793	76	1580	Tobias Bohnhardt	M	M25-29	DEU	SV BERLIN CHEMIE		01:17:00	00:02:25	05:17:17	00:01:34	04:02:07	10:40:21
829	36	1	534	Gabi Célette	F	W55-59	DEU	TRIATHLONFREUNDE SAARLOUIS		01:11:38	00:02:31	05:49:37	00:02:24	03:34:17	10:40:25
830	794	181	1601	Markus Schwarzer	M	M30-34	DEU	HEART RACER TEAM HEIDELBERG		01:15:36	00:02:07	05:27:04	00:01:42	03:54:04	10:40:31
831	795	182	1147	Josef Beyer	M	M30-34	DEU	BEYER BROTHERS		01:16:57	00:02:43	05:15:49	00:05:05	04:00:05	10:40:37
832	796	188	1726	Leo Vicars	M	M40-44	GBR	CLAPHAM CHASERS		01:20:38	00:05:17	05:31:53	00:03:52	03:39:02	10:40:40
833	797	126	1829	Stefan Leidenberger	M	M45-49	DEU	SSV FORCHHEIM		01:08:58	00:03:40	05:38:19	00:03:12	03:46:36	10:40:43
834	798	35	1938	Jörg Ludwig	M	M50-54	DEU	LAUFTEAM GELNHAUSEN		01:13:58	00:03:29	05:22:06	00:02:53	03:58:22	10:40:45
835	799	163	2199	Alexander Glantz	M	M35-39	DEU	SCC BERLIN TRIATHLON		01:01:39	00:02:29	05:28:57	00:03:35	04:04:13	10:40:51
836	800	127	1313	Karsten Strakeljahn	M	M45-49	DEU	MARATHON STEINFURT		01:08:03	00:03:12	05:31:36	00:03:10	03:54:54	10:40:53
837	801	36	1529	Peter Hörnemann	M	M50-54	DEU	VFL KOMMERN		01:01:53	00:03:47	05:33:17	00:02:10	04:00:24	10:41:29
838	802	183	1315	Clemens Rödel	M	M30-34	DEU	AL-KO TRIATHLON AUGSBURG		01:10:49	00:03:28	05:23:09	00:02:23	04:01:44	10:41:31
839	803	12	125	Christopher Badura	M	M20-24	DEU	TSG 08 ROTH		01:05:46	00:02:00	05:21:52	00:02:46	04:09:14	10:41:36
840	804	128	1182	Peter Bockholt	M	M45-49	DEU	SV GLADBECK 13		01:06:38	00:03:42	05:12:30	00:03:04	04:15:53	10:41:45
841	805	189	1541	Stefan Clever	M	M40-44	DEU	Hildesheim		01:02:00	00:03:28	05:36:38	00:03:40	03:56:01	10:41:45
842	806	184	290	Christian De Graaf	M	M30-34	DEU	TEAM KLINIKUM NÜRNBERG		01:00:39	00:02:20	05:18:25	00:01:55	04:18:44	10:42:01
843	807	190	417	Thomas Schaubmair	M	M40-44	AUT	TRI ALPIN RADSTADT		01:05:27	00:02:42	05:21:50	00:03:21	04:08:43	10:42:01
844	808	129	1328	Michael Perzl	M	M45-49	DEU	MOTORRADCLUB HOHENLINDEN		01:11:31	00:02:25	05:22:32	00:02:58	04:02:40	10:42:04
845	809	185	1362	Jan Patera	M	M30-34	CZE	LOKO NYMBURK		01:01:59	00:04:02	05:33:56	00:03:09	03:59:02	10:42:06
846	810	37	2807	Franz-Josef Dr. Kordowich	M	M50-54	DEU	TSV KARLSTADT		01:19:45	00:03:58	05:32:24	00:02:14	03:43:55	10:42:14
847	811	186	1739	Carsten Dupont	M	M30-34	DEU	LDR BAD KREUZNACH		01:09:19	00:04:53	05:35:52	00:04:29	03:47:44	10:42:15
848	812	130	1194	Jochen Neuberger	M	M45-49	DEU	SF ILLERRIEDEN		01:22:00	00:04:33	05:04:21	00:02:32	04:08:51	10:42:15
849	813	131	1456	Walter Formeier	M	M45-49	AUT	STEFFLHOF ADVENTURES		01:18:06	00:03:15	05:33:45	00:02:27	03:44:51	10:42:22
850	37	4	752	Nathalie Rebeyrole	F	W35-39	FRA	LIMOGES TRIATHLON		01:10:40	00:03:33	05:42:12	00:04:19	03:42:00	10:42:41
851	814	132	2120	Roland Sohler	M	M45-49	DEU	SG CHRISTAZHOFEN		01:13:32	00:03:44	05:30:43	00:03:17	03:51:29	10:42:43
852	815	191	3096	Jose Javier Dr. Jimenez Viton	M	M40-44	ESP	COMPLUTUM TRIATLÓN		01:10:05	00:03:36	05:33:35	00:03:27	03:52:04	10:42:45
853	816	38	2472	Martin Jaberg	M	M50-54	DEU	Remseck		01:19:10	00:05:39	05:29:44	00:02:54	03:45:24	10:42:50
854	817	133	1901	Volker Kozlowski	M	M45-49	DEU	TRI GECKOS DORTMUND		01:18:55	00:03:58	05:25:14	00:04:33	03:50:13	10:42:52
855	818	187	1367	Mike Büttner	M	M30-34	DEU	TDM BAMBERG		01:07:56	00:03:32	05:11:27	00:01:52	04:18:08	10:42:52
856	819	134	1412	Felix Zosel	M	M45-49	DEU	FRANKEN SPEED FIGHTER E.V.		01:12:04	00:03:27	05:10:33	00:02:38	04:14:14	10:42:54
857	38	5	503	Ann De Weerdt	F	W40-44	BEL	KTT BELGIUM		01:09:57	00:02:25	05:36:32	00:01:35	03:52:28	10:42:55
858	820	192	937	Nigel Stevenson	M	M40-44	HKG	Hong Kong		01:15:39	00:04:13	05:23:03	00:02:23	03:57:43	10:42:58
859	821	193	342	Robert Zevnik	M	M40-44	SVN	TK GORENJSKA		01:13:20	00:03:38	05:27:09	00:02:34	03:56:23	10:43:01
860	822	194	1911	Ralf Dr. Biernatzki	M	M40-44	DEU	TRI-COPS WARSTEIN		01:09:22	00:02:48	05:25:10	00:02:52	04:03:01	10:43:11
861	823	135	1349	Manfred Mazgan	M	M45-49	AUT	IGN TRITEAM VOITSBERG		01:13:24	00:03:41	05:23:51	00:02:41	03:59:44	10:43:18
862	824	164	1670	Markus Wanner	M	M35-39	DEU	AL-KO TRIATHLON AUGSBURG		01:09:48	00:03:26	05:10:40	00:03:19	04:16:09	10:43:19
863	825	39	1939	Paul Adams	M	M50-54	GBR	WESSEX WIZARDS		01:10:00	00:03:40	05:14:57	00:03:35	04:11:09	10:43:19
864	826	195	1181	Rafael Salinas De La Rosa	M	M40-44	ESP	Alcolea		01:07:40	00:05:04	05:35:16	00:02:59	03:52:30	10:43:28
865	827	165	1467	Flavio Alario	M	M35-39	ITA	Bonn		01:10:28	00:04:27	05:33:21	00:04:48	03:50:27	10:43:29
866	39	11	902	Katrina Marshall	F	W30-34	NZL	CLAPHAM CHASERS		01:16:06	00:03:50	05:40:05	00:03:23	03:40:15	10:43:37
867	828	166	1636	Andy Gunkel	M	M35-39	DEU	RAIFFEISENBANK AM ROTHSEE EG		01:25:23	00:03:34	05:18:09	00:01:32	03:55:02	10:43:38
868	829	188	2389	Antoine Salomon	M	M30-34	FRA	TO BE SPORT		01:16:21	00:05:33	05:40:20	00:04:31	03:36:56	10:43:38
869	830	40	2153	Wolfgang Lehmann	M	M50-54	DEU	EOSC OFFENBACH		01:10:45	00:03:16	05:49:36	00:02:46	03:37:22	10:43:42
870	831	77	2573	Andreas Amann	M	M25-29	DEU	TEAM ARNDT		01:12:40	00:05:07	05:32:28	00:06:11	03:47:23	10:43:47
871	40	12	570	Melli Büsen	F	W30-34	DEU	TRIABOLOS HAMBURG E.V.		01:12:21	00:03:14	05:31:24	00:01:57	03:54:54	10:43:48
872	41	2	531	Bianca Schubert	F	W20-24	DEU	TEAM MEMMERT		01:01:07	00:02:38	05:34:14	00:01:45	04:04:10	10:43:52
873	832	196	1133	Oz Dudai	M	M40-44	ISR	TEAMISGAV		01:10:03	00:02:51	05:17:45	00:02:16	04:11:04	10:43:56
874	833	197	2350	Marc Murphy	M	M40-44	GBR	UK FIRE AND RESCUE		01:13:13	00:03:52	05:26:35	00:04:38	03:55:41	10:43:57
875	834	167	1586	Stefan Gießel	M	M35-39	DEU	USC KIEL		00:59:30	00:03:07	05:22:45	00:02:30	04:16:06	10:43:57
876	835	168	1734	Carsten Böttick	M	M35-39	DEU	LC NORDHORN		01:12:53	00:03:56	05:29:36	00:02:45	03:54:50	10:43:58
877	42	5	568	Romy Stotz	F	W35-39	DEU	AEROMAX TEAM GERMANY		01:15:09	00:03:10	05:17:06	00:03:13	04:05:26	10:44:01
878	836	78	2117	Björn Lang	M	M25-29	DEU	LAZ SAARBRÜCKEN		01:12:00	00:02:07	05:39:10	00:01:55	03:48:58	10:44:09
879	837	198	2204	David Douay	M	M40-44	FRA	St Brevin Les Pins		00:59:14	00:03:35	05:34:40	00:02:50	04:04:01	10:44:18
880	838	199	966	Ralf Krumdieck	M	M40-44	DEU	1. NIENBURGER SC		01:12:24	00:02:43	05:22:21	00:03:18	04:03:34	10:44:19
881	839	200	1234	Ralf Peters	M	M40-44	DEU	DJK ARMADA WÜRSELEN		01:04:58	00:03:02	05:18:42	00:01:30	04:16:09	10:44:19
882	840	201	2113	Peter Williams	M	M40-44	GBR	PENCOED TRI		01:10:35	00:04:37	05:29:24	00:04:01	03:55:50	10:44:25
883	841	79	355	Marius Janta	M	M25-29	DEU	Freising		01:01:49	00:03:12	05:31:00	00:04:52	04:03:42	10:44:34
884	842	136	1314	Jürgen Haussecker	M	M45-49	DEU	TRIFLOW BAD ENDBACH		00:58:24	00:04:01	05:22:55	00:02:38	04:16:39	10:44:35
885	843	80	1592	Lukas Czerny	M	M25-29	AUT	TRI TEAM FRIEDHOFSJODLER / TRI KLOSTERNEUBURG		01:10:26	00:03:03	05:22:39	00:02:04	04:06:29	10:44:39
886	844	137	1301	Christian Franke	M	M45-49	DEU	WSV OTTERSKIRCHEN		01:07:41	00:03:13	05:43:36	00:03:07	03:47:12	10:44:48
887	845	202	2186	Andreas Dr. Ackermann	M	M40-44	DEU	TB ERLANGEN		01:05:01	00:04:12	05:40:39	00:03:43	03:51:19	10:44:52
888	846	169	2037	Israel Galan	M	M35-39	ESP	Singapore		01:01:11	00:03:03	05:12:25	00:02:40	04:25:36	10:44:54
889	847	81	2427	Andreas Walde	M	M25-29	DEU	Baiersdorf		01:06:02	00:03:33	05:19:57	00:03:50	04:11:34	10:44:55
890	848	41	1701	Jürgen Zippert	M	M50-54	DEU	HILDENER AT		01:09:44	00:04:02	05:24:31	00:03:59	04:03:14	10:45:28
891	849	138	1421	Holger Pampel	M	M45-49	DEU	FRANKEN SPEED FIGHTER E.V.		01:26:33	00:02:51	05:30:20	00:01:59	03:43:52	10:45:33
892	850	189	947	Manuel Dr. Galisteo Torres	M	M30-34	ESP	AQUASLAVA		01:10:44	00:03:36	05:42:34	00:02:00	03:46:48	10:45:39
893	851	203	3069	Dave Hetzel	M	M40-44	DEU	THE-B-SITE BAUMHOLDER		01:07:34	00:04:14	05:40:56	00:03:36	03:49:22	10:45:40
894	852	170	1476	Michael Vospernig	M	M35-39	AUT	TRI4CE.AT		01:05:24	00:03:12	05:22:32	00:02:50	04:11:44	10:45:40
895	853	204	948	Kevin Henderson	M	M40-44	GBR	FUSION TRIATHLON CLUB		01:03:24	00:04:07	05:24:49	00:02:22	04:11:02	10:45:41
896	854	139	2054	Timo Niß	M	M45-49	DEU	SV DELPHIN KIEL		01:07:51	00:03:09	05:55:06	00:04:59	03:34:40	10:45:43
897	855	42	1237	Michael Klas	M	M50-54	DEU	TRIAS HILDESHEIM		01:27:12	00:02:22	05:28:13	00:01:57	03:46:02	10:45:44
898	856	43	983	Albert Brunner	M	M50-54	DEU	TV 06 THALMÄSSING		01:06:04	00:02:28	05:11:37	00:02:24	04:23:15	10:45:47
899	857	140	1649	Olaf Flechtner	M	M45-49	DEU	TRIATHLON TEAM BRAUNSCHWEIG		01:07:33	00:02:24	05:20:29	00:01:36	04:13:58	10:45:58
900	858	141	1376	Andreas Pohl	M	M45-49	DEU	SV BAYER 08 UERDINGEN		01:17:18	00:03:58	05:12:18	00:05:43	04:06:46	10:46:01
901	859	142	1588	Steffen Seifert	M	M45-49	DEU	SV ZWICKAU 04		01:16:45	00:03:58	05:21:39	00:02:40	04:01:08	10:46:08
902	860	171	2438	Patrick Kassner	M	M35-39	DEU	DAV RAVENSBURG		01:05:38	00:03:33	04:59:57	00:03:01	04:34:04	10:46:11
903	861	143	1676	Bernd Lohberger	M	M45-49	DEU	SC OBERURSEL		01:13:21	00:02:54	05:22:16	00:04:22	04:03:23	10:46:14
904	862	144	3443	Michael Jakob	M	M45-49	DEU	TEAM RADON		01:04:34	00:03:03	05:08:20	00:03:58	04:26:28	10:46:22
905	862	82	1993	Benjamin Rückert	M	M25-29	DEU	Heideck		01:07:46	00:03:46	05:23:41	00:04:59	04:06:11	10:46:22
906	864	205	1696	Sascha Lünig	M	M40-44	DEU	RSC KIRRLACH TRIATHLON		01:11:15	00:04:14	05:28:09	00:04:18	03:58:31	10:46:24
907	865	172	314	Michael Seller	M	M35-39	DEU	PORSCHE		01:12:37	00:02:13	05:13:38	00:02:10	04:15:47	10:46:24
908	866	83	488	Alexander Götz	M	M25-29	DEU	LA CARRERA TRITEAM ROTHSEE		01:14:13	00:02:38	05:19:27	00:02:12	04:07:57	10:46:26
909	867	173	2765	Ludovic Rousselot	M	M35-39	FRA	BEST TRI SAINT NAZAIRE		01:12:45	00:04:08	05:22:36	00:05:29	04:01:31	10:46:27
910	868	174	1659	Ronny Liebing	M	M35-39	DEU	VFL WOLFSBURG		01:05:43	00:04:13	05:53:17	00:02:36	03:40:42	10:46:28
911	869	190	1960	Stefan Wortmann	M	M30-34	DEU	TV ATTENDORN TRI - TIME		01:04:06	00:02:39	05:26:55	00:03:00	04:09:50	10:46:28
912	870	84	2140	Dominik Bergem	M	M25-29	DEU	Frankfurt Am Main		01:06:43	00:04:04	05:31:17	00:02:02	04:02:28	10:46:31
913	871	191	1660	Christoph Hagn	M	M30-34	DEU	Saal A.D. Donau		01:07:58	00:03:03	05:25:43	00:03:04	04:06:47	10:46:33
914	872	206	2110	Vicent Dr. Burguera Orquin	M	M40-44	ESP	SUHECA.COM TRIATLO		01:10:56	00:02:28	05:41:46	00:03:00	03:48:27	10:46:35
915	873	2	1633	Heiner Uhlmann	M	M60-64	DEU	POWERBÄRS REDNITZHEMBACH		01:06:06	00:04:20	05:13:21	00:01:56	04:20:56	10:46:37
916	874	192	1706	Johannes Bergler	M	M30-34	DEU	DJK WEIDEN		01:16:14	00:04:03	05:17:11	00:03:26	04:05:46	10:46:37
917	875	175	2065	Samir Dr. Muhammad	M	M35-39	DEU	VFL TRITEAM NÜRNBERG		01:15:49	00:03:26	05:49:18	00:01:31	03:36:36	10:46:38
