順位	No.	氏名	総合記録	ｽｲﾑﾗｯﾌﾟ	Ｓ順	ﾊﾞｲｸﾗｯﾌﾟ	Ｂ順	ｽﾌﾟﾘｯﾄ	通過	ﾗﾝﾗｯﾌﾟ	Ｒ順	総合順位
266	490	小森 將史	3:41:52	0:34:27	202	1:57:10	322	2:31:37	308	1:10:15	238	289
267	407	丘 吉 宇	3:42:03	0:41:15	329	1:45:31	254	2:26:46	286	1:15:17	281	290
268	421	葉 定全	3:42:09	0:44:01	352	1:46:43	273	2:30:44	305	1:11:25	250	291
269	256	清木 孝之	3:42:14	0:33:32	176	1:45:36	257	2:19:08	240	1:23:06	324	292
270	359	小林 俊輔	3:42:46	0:39:04	303	1:38:39	194	2:17:43	230	1:25:03	337	293
271	428	永島 勇二	3:42:50	0:51:28	369	1:46:30	271	2:37:58	325	1:04:52	171	294
272	463	近藤 隆	3:42:55	0:41:52	333	1:52:04	302	2:33:56	314	1:08:59	227	295
273	270	矢野 雅之	3:42:58	0:36:17	247	1:43:55	235	2:20:12	250	1:22:46	323	296
274	200	佐藤 雄一	3:43:11	0:37:24	268	1:47:15	276	2:24:39	274	1:18:32	300	297
275	458	安藤 崇人	3:43:17	0:33:08	167	1:55:26	315	2:28:34	294	1:14:43	278	298
276	314	伊藤 大輔	3:44:33	0:42:13	341	1:58:37	328	2:40:50	332	1:03:43	158	299
277	444	阿久澤 一達	3:44:51	0:42:18	342	1:44:59	248	2:27:17	289	1:17:34	293	301
278	405	江口 瑛	3:44:51	0:41:53	334	1:44:21	241	2:26:14	282	1:18:37	303	302
279	365	大川 明秀	3:45:20	0:38:54	297	1:55:20	314	2:34:14	316	1:11:06	246	303
280	389	小野寺 駿	3:45:30	0:35:21	227	1:52:04	301	2:27:25	290	1:18:05	296	304
281	439	粟飯原 光広	3:45:54	0:39:17	306	1:45:18	251	2:24:35	273	1:21:19	317	305
282	431	宮崎 太樹	3:46:12	0:37:26	269	1:49:08	289	2:26:34	283	1:19:38	306	306
283	472	石井 孝太郎	3:46:22	0:36:43	253	1:56:22	319	2:33:05	311	1:13:17	269	307
284	460	片山 侑哉	3:47:39	0:42:58	348	1:58:21	327	2:41:19	334	1:06:20	197	308
285	387	Nguyen Jun	3:47:42	0:42:53	345	1:32:32	138	2:15:25	212	1:32:17	347	309
286	430	横田 拓生	3:48:54	0:43:04	349	1:58:46	330	2:41:50	336	1:07:04	204	310
287	423	宇土 潤平	3:51:52	0:46:23	364	1:47:05	274	2:33:28	312	1:18:24	298	312
288	374	吉田 公洋	3:52:03	0:37:41	275	2:08:26	348	2:46:07	342	1:05:56	195	313
289	392	大島 昇	3:52:16	0:37:33	273	1:52:13	304	2:29:46	299	1:22:30	321	314
290	391	藤田 俊治	3:52:17	0:41:21	331	1:52:23	305	2:33:44	313	1:18:33	301	315
291	459	羽尾 一樹	3:52:32	0:37:32	271	0:04:53	1	0:42:25	1	3:10:07	357	316
292	371	髙浦 亮	3:54:28	0:45:26	358	1:45:33	255	2:30:59	307	1:23:29	328	317
293	309	池田 俊彦	3:55:55	0:42:56	346	1:46:07	263	2:29:03	296	1:26:52	341	318
294	409	寺脇 佳秀	3:56:17	0:46:22	363	1:47:36	278	2:33:58	315	1:22:19	319	319
295	367	静野 敦	3:56:44	0:36:02	241	1:58:13	326	2:34:15	317	1:22:29	320	321
296	307	山口 健二	3:57:04	0:39:01	302	1:53:25	309	2:32:26	310	1:24:38	333	322
297	456	佐久間 亮	3:57:19	0:45:13	356	2:02:51	340	2:48:04	345	1:09:15	230	323
298	410	梶原 利彦	3:57:19	0:40:38	324	1:56:22	320	2:37:00	323	1:20:19	312	324
299	395	松本 幸三	3:58:10	0:33:58	191	1:56:17	318	2:30:15	304	1:27:55	343	325
300	292	本城 和義	3:58:54	0:38:27	291	1:56:02	317	2:34:29	318	1:24:25	332	326
301	334	田之頭 宏明	4:00:56	0:35:59	240	2:30:12	358	3:06:11	358	0:54:45	66	327
302	435	佐藤 昭仁	4:01:10	0:38:58	300	1:53:05	308	2:32:03	309	1:29:07	345	328
303	356	大庭 亮介	4:01:18	0:38:55	299	1:59:41	334	2:38:36	327	1:22:42	322	329
304	415	福嶋 忠宣	4:01:51	0:45:17	357	1:58:12	325	2:43:29	340	1:18:22	297	331
305	198	猿谷 忠弘	4:02:51	0:38:49	296	1:59:17	333	2:38:06	326	1:24:45	334	332
306	236	今川 祐策	4:03:03	0:46:04	361	1:50:08	291	2:36:12	321	1:26:51	340	333
307	496	中山 雄貴	4:03:19	0:40:44	325	2:01:33	337	2:42:17	338	1:21:02	316	334
308	362	中山 稔巳	4:03:25	0:42:20	343	2:04:46	343	2:47:06	343	1:16:19	288	335
309	396	土屋 原	4:05:04	0:39:54	312	2:05:16	344	2:45:10	341	1:19:54	308	338
310	412	新野 朋範	4:05:41	0:51:25	368	2:06:34	346	2:57:59	357	1:07:42	213	339
311	400	宮崎 伸哉	4:05:42	0:40:03	316	2:01:56	338	2:41:59	337	1:23:43	329	340
312	418	元川 治明	4:06:17	0:30:42	113	2:08:53	350	2:39:35	330	1:26:42	339	341
313	360	鶴貝 達政	4:08:15	0:39:56	314	2:07:21	347	2:47:17	344	1:20:58	315	342
314	336	林 健一	4:08:50	0:37:43	276	1:57:28	323	2:35:11	320	1:33:39	348	343
315	466	関 貴男	4:09:40	0:43:56	351	2:08:43	349	2:52:39	349	1:17:01	289	344
316	340	谷本 俊一	4:11:19	0:48:15	366	1:54:06	313	2:42:21	339	1:28:58	344	345
317	447	築澤 克哉	4:13:07	0:47:40	365	2:00:28	336	2:48:08	346	1:24:59	336	346
318	296	木村 広治	4:14:37	0:39:36	309	2:11:38	353	2:51:14	348	1:23:23	327	347
319	474	新井 豪	4:18:02	0:42:57	347	2:11:21	352	2:54:18	353	1:23:44	331	348
320	433	松島 修	4:18:11	0:41:45	332	1:59:03	331	2:40:48	331	1:37:23	349	349
321	419	山本 幸弘	4:20:48	0:39:33	308	1:59:56	335	2:39:29	329	1:41:19	351	350
322	462	渡部 益夫	4:24:50	0:44:44	354	2:13:12	355	2:57:56	356	1:26:54	342	351
323	411	豊島 克敏	4:25:50	0:52:41	370	2:02:02	339	2:54:43	354	1:31:07	346	352
324	464	松本 潤一	4:30:28	0:34:37	206	1:48:42	283	2:23:19	264	2:07:09	355	353
325	310	栗田 啓一	4:32:50	0:42:12	340	2:11:55	354	2:54:07	350	1:38:43	350	354
326	202	那須野 英樹	4:33:48	0:32:21	147	2:09:23	351	2:41:44	335	1:52:04	354	355
327	375	小嶋 勲	4:36:06	0:50:13	367	2:04:05	342	2:54:18	352	1:41:48	352	356
328	425	服部 良太	4:39:10	0:33:50	186	2:22:05	356	2:55:55	355	1:43:15	353	357
DNF	209	中村 孔一		0:28:08	68	2:26:09	357	2:54:17	351			DNF
DNF	284	平井 秀明		0:41:13	328	2:36:02	359	3:17:15	359			DNF
DNF	455	内海 大介		0:40:31	323	3:19:31	360	4:00:02	360			DNF
DNF	128	櫻井 啓之		0:28:12	69							DNF
DNF	177	今井 竜三郎		0:29:15	89							DNF
DNF	216	小平 純一		0:30:09	106							DNF
DNF	304	木戸 茂貴		0:44:11	353							DNF
DNF	404	村井 健一		0:34:50	216							DNF
DNF	408	柳田 康弘		0:44:49	355							DNF
DNF	442	鈴木 孝典		0:36:21	248							DNF
DNF	482	橋本 和也		0:35:08	224							DNF
DNF	229	近藤 祐輔										DNF
DNF	272	瀬田 久男										DNF
DNF	319	永井 則吉										DNF
DNF	364	松田 芳和										DNF
DNF	372	根岸 邦仁										DNF
DNF	399	三浦 久始										DNF
DNF	416	宮下 哲哉										DNF
DNF	441	芹澤 大輔										DNF
DNF	457	金谷 学										DNF
DNF	484	奈良 泰弘										DNF
DNF	491	岩﨑 慎太朗										DNF
DNF	495	福原 直哉										DNF
SKIP	383	園田 貴之				1:45:56				1:06:20		SKIP
SKIP	483	小野寺 慎平				2:19:16				1:24:09		SKIP
DNS	109	森田 充										DNS
DNS	132	斉藤 陽介										DNS
DNS	159	Caufourier Cavid										DNS
DNS	178	佐藤 亮										DNS
DNS	191	町田 幸宏										DNS
DNS	204	河野 雄揮										DNS
DNS	219	萩原 淳史										DNS
DNS	222	戸井田 直人										DNS
DNS	225	高橋 賢										DNS
DNS	261	渋屋 隆一										DNS
DNS	267	村上 寛										DNS
DNS	273	谷 章生										DNS
DNS	289	上原 勝美										DNS
DNS	298	養田 亮介										DNS
DNS	300	平泉 裕										DNS
DNS	301	Susumu Uchida										DNS
DNS	306	鈴木 英明										DNS
DNS	316	伊藤 誠一										DNS
DNS	324	小林 一幸										DNS
DNS	343	岩井 大輔										DNS
DNS	346	岩崎 翼										DNS
DNS	348	安藤 正勝										DNS
DNS	355	松山 奨										DNS
DNS	379	丸山 登士										DNS
DNS	381	中嶋 正浩										DNS
DNS	388	志村 拓海										DNS
DNS	390	桑野 一郎										DNS
DNS	397	岸 和由										DNS
DNS	398	高島 修										DNS
DNS	401	相川 秀斗										DNS
DNS	403	園田 浩一										DNS
DNS	417	菅川 友範										DNS
DNS	420	宗像 淳										DNS
DNS	422	阪井 祐介										DNS
DNS	424	佐藤 護										DNS
DNS	429	鈴木 智大										DNS
DNS	434	児玉 行雄										DNS
DNS	437	斎川 雄弘										DNS
DNS	448	清水 智則										DNS
DNS	449	宮畑 信吾										DNS
DNS	477	新見 隆行										DNS
DNS	479	吉田 裕一										DNS
DNS	481	藤沢 将貴										DNS
DNS	492	岡野 宗俊										DNS
