Overall_Rank	Gender_Rank	Div_Rank	Bib	Name	Gender	Division	Country	Club	Penalty	Swim	T1	Bike	T2	Run	Total_Time
2570	2244	322	3436	Jannick Lukas Schmidt	M	M30-34	DEU			01:47:38	00:07:40	06:15:06	00:06:28	04:57:22	13:14:12
2571	2245	282	1776	Ofir Benisti	M	M50-54	ISR	ZONE3		01:41:17	00:04:29	06:06:46	00:08:26	05:13:21	13:14:17
2572	327	55	1775	Ruth Yam	F	W35-39	ISR	ZONE3		01:58:52	00:08:17	06:14:07	00:08:59	04:44:04	13:14:17
2573	2246	283	2439	Marcos Aguilar	M	M50-54	ESP	tragaleguas burgos		01:50:37	00:08:31	06:29:22	00:03:33	04:42:25	13:14:27
2574	2247	68	3501	Philippe Taillez	M	M60-64	FRA	RONCHIN ATHLETIC CLUB		02:03:17	00:09:21	05:58:17	00:07:38	04:56:09	13:14:38
2575	2248	369	3278	Thorben Willann	M	M45-49	DEU			01:44:20	00:06:56	06:23:31	00:04:07	04:55:49	13:14:40
2576	2249	402	3372	Oliver Rammerstorfer	M	M40-44	AUT			01:42:53	00:08:30	06:12:36	00:04:24	05:06:23	13:14:45
2577	2250	284	3466	Giorgio Marchesan	M	M50-54	ITA	GSA alpini Vicenza		01:52:15	00:06:44	05:52:49	00:06:58	05:16:02	13:14:46
2578	2251	403	2608	Juliano Goedert	M	M40-44	CHN	AMX		01:43:34	00:04:53	06:15:43	00:06:40	05:04:03	13:14:50
2579	328	47	3471	Sylvia Preibisch	F	W45-49	DEU	TSV 1860 Bad Reichenhall		01:34:18	00:07:26	06:09:41	00:10:24	05:13:06	13:14:53
2580	329	44	2921	Suyanne Lourenço	F	W40-44	BRA	TRIBUS		01:36:56	00:06:57	06:51:15	00:06:01	04:33:51	13:14:58
2581	330	48	3459	Abbey Bonner	F	W45-49	GBR	Harlech Tri Club		01:23:53	00:03:50	07:07:31	00:04:14	04:35:39	13:15:05
2582	2252	143	2709	Christian Radinger	M	M55-59	AUT	Team milliSPORTS		01:59:28	00:06:13	05:55:29	00:05:57	05:08:09	13:15:14
2583	2253	404	2832	Dennis Lohrenz	M	M40-44	DEU			01:43:13	00:07:29	06:25:06	00:06:21	04:53:42	13:15:48
2584	2254	69	2771	Paul Pree	M	M60-64	AUS			02:03:32	00:08:07	06:11:55	00:05:14	04:47:05	13:15:50
2585	331	45	2461	Daniela Schäfer	F	W40-44	DEU	ASC Göttingen Triathlon Team		01:30:26	00:06:06	06:50:38	00:04:10	04:44:33	13:15:51
2586	2255	285	3463	Andreas Joubert	M	M50-54	DEU	SV Würzburg 05		01:41:59	00:10:11	06:38:47	00:06:40	04:38:18	13:15:53
2587	2256	405	3285	Stuart Frew	M	M40-44	GBR			01:45:47	00:08:51	06:56:33	00:04:20	04:20:31	13:16:00
2588	2257	144	1969	Heinz-Josef Von Laar	M	M55-59	DEU			01:18:33	00:03:54	05:49:23	00:02:54	06:01:25	13:16:07
2589	2258	286	2732	Ian Moore	M	M50-54	IRL	Limerick Triathlon Club		01:40:51	00:04:32	06:30:48	00:04:02	04:56:24	13:16:35
2590	332	14	3603	Brigitte Page	F	W55-59	CAN	Opus triathlon		01:39:42	00:09:13	06:36:07	00:06:02	04:45:47	13:16:50
2591	2259	287	1804	Sylvain Vernegeol	M	M50-54	FRA			01:28:18	00:08:54	06:06:53	00:11:17	05:21:37	13:16:57
2592	333	46	3295	Alexandra Karcher	F	W40-44	DEU	TV48 ERLANGEN		01:38:04	00:04:23	06:40:25	00:04:05	04:50:09	13:17:04
2593	2260	288	3352	Thomas Hofbauer	M	M50-54	DEU			01:42:09	00:08:21	06:08:07	00:04:23	05:14:17	13:17:15
2594	2261	70	83	Richard Greil	M	M60-64	DEU	Powerbärs Rednitzhembach		01:23:03	00:03:51	05:39:04	00:04:06	06:07:20	13:17:22
2595	2262	370	2714	Christian Pramor	M	M45-49	DEU			01:34:23	00:09:43	06:12:37	00:08:03	05:12:46	13:17:30
2596	2263	145	3482	Matthias Förster	M	M55-59	DEU			02:15:33	00:11:03	06:23:18	00:06:23	04:21:16	13:17:32
2597	334	4	2975	Yoko Matsui	F	W60-64	JPN			01:27:37	00:09:20	06:38:54	00:12:45	04:49:07	13:17:41
2598	2264	406	3568	Tobias Münch	M	M40-44	DEU	ASC Tria Ingolstadt		01:39:28	00:05:05	06:19:31	00:04:10	05:09:37	13:17:48
2599	2265	371	2284	Biaopeng Liu	M	M45-49	CHN			01:19:44	00:04:11	06:06:57	00:05:44	05:41:15	13:17:49
2600	2266	71	1999	Thomas Rother	M	M60-64	DEU	AMTV Hamburg		01:25:37	00:10:11	06:02:16	00:07:08	05:32:45	13:17:53
2601	335	34	2541	Anna Rieg	F	W25-29	DEU			01:31:47	00:04:33	06:32:21	00:05:03	05:04:11	13:17:53
2602	336	47	3088	Pamela Lauer	F	W40-44	DEU	Team getFit		01:35:56	00:07:00	06:43:38	00:03:37	04:47:44	13:17:54
2603	2267	323	3481	Benjamin Zölde	M	M30-34	DEU			01:36:45	00:06:55	06:40:08	00:05:21	04:48:58	13:18:05
2604	2268	289	3564	Ian Lloyd	M	M50-54	GBR	TeamGJE		01:54:41	00:05:04	06:11:13	00:04:13	05:02:58	13:18:08
2605	2269	72	2356	Alex Kraan	M	M60-64	AUS	North Coast Tri Club		01:02:59	00:05:08	05:28:58	00:03:29	06:37:40	13:18:12
2606	2270	73	3342	Frank Lichtenberger	M	M60-64	DEU	Styrumer TV		01:38:45	00:10:19	06:07:07	00:05:17	05:16:52	13:18:17
2607	2271	146	3402	Allan Youp	M	M55-59	GBR			01:37:47	00:11:02	06:42:32	00:11:44	04:35:17	13:18:19
2608	2272	290	2823	Cedrick Dujon	M	M50-54	USA	San Diego Triathlon		01:28:02	00:05:36	05:51:03	00:05:03	05:48:42	13:18:25
2609	2273	324	3047	Darragh Kennedy	M	M30-34	IRL	Pulse TC		01:44:38	00:06:36	06:57:44	00:04:38	04:24:51	13:18:26
2610	337	5	3291	Sue Libbis	F	W60-64	AUS	NOrthCoast Triathlon Club		01:34:53	00:05:49	06:50:57	00:06:14	04:40:44	13:18:35
2611	2274	372	2453	Paul Lockyer	M	M45-49	GBR	4 Performance UK		01:29:28	00:05:48	05:40:24	00:04:59	05:58:33	13:19:11
2612	338	48	3144	Kirstin Dauber	F	W40-44	DEU	PSV Bonn Triathlon e.V.		01:50:29	00:05:42	06:23:09	00:18:29	04:41:27	13:19:13
2613	339	56	2483	Anika Haring	F	W35-39	DEU	Teha Endurance Group		01:53:47	00:09:15	06:41:26	00:02:55	04:32:00	13:19:20
2614	2275	407	2998	Alexey Spivakov	M	M40-44		KKolyasnikov team		01:40:59	00:07:50	06:20:00	00:07:21	05:03:16	13:19:24
2615	2276	408	1851	Lj Stephens	M	M40-44	USA	waterfall racing		01:32:56	00:09:50	06:13:26	00:04:48	05:18:33	13:19:31
2616	2277	4	88	Eli Tepperberg	M	M70-74	USA	Tower 26		01:35:35	00:03:30	06:34:23	00:04:00	05:02:14	13:19:40
2617	2278	416	3239	Henner Huflage	M	M35-39	DEU			01:38:20	00:09:20	06:11:14	00:05:16	05:15:39	13:19:48
2618	340	15	3119	Pamela Pemberton	F	W55-59	AUS	NQ Triathlon Academy		01:35:24	00:03:35	06:31:53	00:07:43	05:01:47	13:20:20
2619	2279	409	3121	Luke Ingold	M	M40-44	AUS	NA		01:18:23	00:04:57	06:05:53	00:05:39	05:45:36	13:20:26
2620	2280	291	3084	Leigh Mckendry	M	M50-54	GBR			01:51:43	00:06:13	06:12:54	00:07:25	05:03:05	13:21:18
2621	2281	292	3114	Brian Czak	M	M50-54	USA	QT2		01:19:46	00:10:03	06:21:45	00:05:38	05:24:13	13:21:23
2622	341	49	3379	Elisabeth Pelikan	F	W40-44	AUT	Team Zoot Europe / Team Vegan.at		01:31:02	00:04:55	06:47:44	00:03:54	04:53:49	13:21:23
2623	2282	293	3318	Helmut Knödler	M	M50-54	DEU	VFL Waiblingen		01:36:27	00:06:13	06:05:29	00:03:26	05:29:55	13:21:29
2624	2283	294	2038	Robert Chapman	M	M50-54	AUS	North Coast Tri Club		01:10:42	00:05:09	06:49:15	00:05:55	05:10:41	13:21:40
2625	2284	410	2992	Bryan Collins	M	M40-44	IRL	TriTanium		01:37:00	00:07:16	06:48:40	00:08:19	04:40:30	13:21:44
2626	342	49	3165	Sandra Eifler	F	W45-49	DEU	O-See Sports e.V.		01:32:39	00:06:04	06:31:59	00:05:59	05:05:16	13:21:54
2627	2285	74	3489	Bernd Grasmeier	M	M60-64	DEU	TRIA TEAM BINE Wäschenbeuren		01:43:22	00:06:01	06:32:13	00:08:15	04:52:06	13:21:55
2628	2286	75	2366	Raimund Vogt	M	M60-64	DEU	Aalener Sportallianz		02:13:41	00:04:47	05:50:16	00:04:03	05:09:40	13:22:25
2629	2287	373	2031	Evgeny Fits	M	M45-49		Tri-Sport Lübeck		01:29:13	00:03:50	06:37:28	00:03:35	05:08:38	13:22:41
2630	2288	295	3449	Patrick Markey	M	M50-54	IRL	Ventoux Triathlon club		01:51:04	00:06:16	06:26:22	00:07:43	04:51:21	13:22:43
2631	2289	155	3275	Holger Ott	M	M25-29	DEU			01:29:03	00:08:22	05:53:27	00:05:43	05:46:20	13:22:54
2632	343	40	3577	Janina Lüllau	F	W50-54	DEU	Blau-Weiss Buchholz e.V.		01:37:52	00:10:12	06:54:05	00:07:24	04:33:34	13:23:06
2633	2290	147	2872	Reinhard Dirren	M	M55-59	CHE	Triathlon Oberwallis		01:30:14	00:07:52	06:11:36	00:04:24	05:29:22	13:23:27
2634	344	50	3298	Angelina Gally	F	W40-44	USA	Triathlon Club of San Diego		01:37:19	00:07:30	07:30:46	00:06:07	04:01:48	13:23:28
2635	2291	411	2730	Henrik Rebensdorff	M	M40-44	SWE	IS GÖTA		01:16:23	00:10:41	06:07:37	00:06:22	05:42:28	13:23:30
2636	2292	417	3368	Hannes Kröger	M	M35-39	DEU	Erdinger Active Team		01:50:36	00:06:32	06:15:21	00:05:52	05:05:15	13:23:33
2637	2293	418	3694	Chung-An Pai	M	M35-39	TWN			02:04:43	00:06:02	06:24:58	00:06:57	04:41:08	13:23:46
2638	345	75	3156	Verena Tobert	F	W30-34	DEU	Tri-Force Fulda		01:31:10	00:07:32	06:53:05	00:04:14	04:47:56	13:23:56
2639	2294	148	3272	Wolfgang Staschik	M	M55-59	DEU			01:35:46	00:05:21	06:46:59	00:04:51	04:51:17	13:24:12
2640	2295	76	3115	Harald Wagner	M	M60-64	DEU	IfA Nonstop Bamberg		01:14:46	00:05:36	05:59:35	00:04:59	05:59:25	13:24:20
2641	2296	419	2752	Sven Lücke	M	M35-39	DEU	MaliCrew e.V. Bayreuth		01:37:26	00:06:55	06:15:07	00:03:55	05:21:00	13:24:21
2642	346	16	3169	Doris Fehling	F	W55-59	DEU			01:44:02	00:07:45	06:30:45	00:07:32	04:54:28	13:24:29
2643	2297	325	1966	Max Glocker	M	M30-34	DEU	SG Poseidon Eppelheim		01:41:45	00:06:00	06:34:59	00:06:11	04:55:58	13:24:50
2644	2298	374	2716	Mariusz Kolodziej	M	M45-49	POL	Tofiki		01:43:07	00:07:11	06:35:18	00:05:51	04:53:30	13:24:55
2645	2299	375	2889	Andrzej Rabsztyn	M	M45-49	POL	Funtri		01:35:16	00:07:06	06:31:54	00:03:38	05:07:04	13:24:56
2646	2300	412	3589	Konstantin Bessonov	M	M40-44				01:37:40	00:09:31	06:09:18	00:11:52	05:16:42	13:25:01
2647	347	17	3424	Elvira Nathen	F	W55-59	DEU	Team McDonald's Böblingen		01:41:51	00:05:49	06:35:13	00:03:08	04:59:34	13:25:32
2648	2301	413	2036	Raymond Enslin	M	M40-44	ZAF			01:39:32	00:04:26	06:12:06	00:06:06	05:23:28	13:25:37
2649	2302	17	722	Kevin Beresini	M	M65-69	USA			01:48:11	00:07:57	06:11:29	00:07:47	05:10:19	13:25:41
2650	348	50	3476	Rita Kim	F	W45-49	USA	Team Zoot		01:41:53	00:10:45	06:49:27	00:06:21	04:38:03	13:26:27
2651	2303	296	2536	Tom Klein	M	M50-54	DEU	Autohaus Löhlein Mercedes Benz		01:32:27	00:06:15	06:19:55	00:03:21	05:24:42	13:26:38
2652	2304	376	1937	Beimal Patel	M	M45-49	USA			01:44:45	00:05:22	06:15:49	00:04:46	05:16:08	13:26:49
2653	349	51	2622	Sonja Majunke	F	W40-44	DEU	Peppex Sports Team/ Susas World/Erdinger Aktive Te		01:18:38	00:08:06	06:28:34	00:05:10	05:26:42	13:27:08
2654	2305	377	3498	Dror Prigozin	M	M45-49	ISR	Prigozin		01:40:53	00:08:30	06:41:49	00:06:03	04:50:08	13:27:21
2655	2306	18	508	Andreas Webner	M	M65-69	DEU	Teamwork Berlin		01:33:41	00:05:03	07:16:11	00:04:32	04:28:10	13:27:35
2656	2307	297	3216	Guy Wichelewski	M	M50-54	ISR			01:30:29	00:06:39	06:38:20	00:08:00	05:04:15	13:27:41
2657	350	52	2865	Katrin Müller	F	W40-44	DEU	The Cupcake Cartel		01:35:21	00:06:08	06:49:43	00:05:23	04:51:11	13:27:44
2658	2308	298	2707	Steffen Simmer	M	M50-54	DEU			01:47:03	00:08:56	06:41:45	00:08:31	04:41:38	13:27:51
2659	2309	149	1187	Martin Gürtler	M	M55-59	DNK			01:28:09	00:11:18	06:33:12	00:06:53	05:08:24	13:27:54
2660	2310	150	3415	Tomer Shafran	M	M55-59	ISR			01:34:29	00:09:49	06:52:23	00:06:25	04:45:07	13:28:11
2661	351	76	2972	Kristin Buß	F	W30-34	DEU			01:24:19	00:07:27	06:35:57	00:05:18	05:15:18	13:28:17
2662	2311	378	3373	Dirk Zander	M	M45-49	DEU	Team-Naunheim		01:44:21	00:12:27	06:29:34	00:04:31	04:57:33	13:28:24
2663	2312	299	2749	Thomas Wagener	M	M50-54	DEU	SCW München		01:45:30	00:06:09	06:23:05	00:04:54	05:08:50	13:28:27
2664	352	51	3388	Jody Faught	F	W45-49	CAN	Purple Patch Fitness		01:33:49	00:10:02	06:17:11	00:07:21	05:20:18	13:28:38
2665	2313	379	2049	Adam Filby	M	M45-49	GBR			01:25:47	00:04:40	06:15:02	00:05:44	05:37:49	13:29:01
2666	353	57	3231	Hannah Köpf	F	W35-39	DEU	SV Mergelstetten		01:48:20	00:05:12	06:25:44	00:04:56	05:05:02	13:29:12
2667	2314	414	1359	Peter Connolly	M	M40-44	AFG			01:57:46	00:05:07	05:53:20	00:03:02	05:30:34	13:29:47
2668	2315	300	2668	Ralf Pohlmann	M	M50-54	DEU	N-ERGIE		01:24:35	00:04:41	05:59:36	00:05:26	05:55:34	13:29:50
2669	354	77	3076	Mona Schellhase	F	W30-34	DEU			01:38:50	00:06:35	05:54:39	00:08:46	05:41:05	13:29:53
2670	2316	415	1260	Max Lachner	M	M40-44	DEU	TS Lichtenfels		01:35:40	00:08:21	06:01:49	00:06:52	05:37:24	13:30:04
2671	355	58	2575	Sophie Brandl	F	W35-39	AUT	Tri Team 1.USC Traun		01:30:44	00:06:24	06:27:23	00:04:46	05:21:04	13:30:19
2672	356	2	2257	Annika Schella	F	W20-24	DEU	Erdinger Active Team		01:28:10	00:04:41	06:36:08	00:04:28	05:17:04	13:30:28
2673	357	78	76	Marloes Vos	F	W30-34	NLD	TRIPRO TRIATHLON TEAM		01:29:20	00:03:53	06:17:25	00:05:27	05:34:28	13:30:31
2674	358	41	3454	Hila Levinstein	F	W50-54	ISR	Run2Tri		01:26:18	00:06:37	06:40:36	00:04:32	05:12:47	13:30:47
2675	2317	416	3098	Tobias Schneider	M	M40-44	DEU			01:51:26	00:06:54	06:35:22	00:04:39	04:52:36	13:30:55
2676	359	42	3602	Martine Perron	F	W50-54	CAN	BARTCOACHING		01:24:03	00:05:13	06:33:19	00:08:32	05:20:25	13:31:30
2677	2318	151	1781	Carlos Claudio Figueira De Mello	M	M55-59	BRA	TRIBUS		01:11:16	00:06:59	06:36:58	00:08:16	05:28:19	13:31:46
2678	2319	152	2539	Steffen Baumbach	M	M55-59	DEU	Jedestrainingzählt		01:54:25	00:08:48	06:21:24	00:06:08	05:01:09	13:31:51
2679	2320	380	3236	Helge Ole Hansen	M	M45-49	DEU			01:45:43	00:04:48	06:44:48	00:04:14	04:52:27	13:31:58
2680	2321	153	3457	Alan Maye	M	M55-59	IRL	Clonard Road Club		01:42:30	00:10:51	06:11:26	00:10:29	05:17:03	13:32:16
2681	2322	154	3122	Matthew Howard	M	M55-59	AUS	Wagga Wagga Triathlon Club		02:04:33	00:08:00	06:25:12	00:05:08	04:49:25	13:32:16
2682	2323	420	3587	Christoph Schmidt	M	M35-39	DEU			01:41:12	00:07:39	05:48:35	00:06:43	05:48:12	13:32:19
2683	2324	156	2974	Moritz Wittich	M	M25-29	DEU			01:52:47	00:06:09	06:36:52	00:05:34	04:51:07	13:32:27
2684	2325	77	3326	Henry Haferkorn	M	M60-64	DEU	MSV Tripont		01:35:17	00:06:55	05:48:06	00:04:47	05:57:26	13:32:28
2685	360	18	3419	Ping Zheng	F	W55-59	CHN			01:48:46	00:06:07	06:41:50	00:06:36	04:49:19	13:32:37
2686	2326	301	3647	Peter Schwendtner	M	M50-54	DEU	Eintracht Frankfurt Triathlon		01:30:07	00:07:45	06:43:00	00:04:37	05:07:36	13:33:02
2687	2327	302	3500	Yong Xu	M	M50-54	CHN			01:41:38	00:08:07	06:46:44	00:05:29	04:51:32	13:33:28
2688	2328	417	2873	Nico Ebert	M	M40-44	DEU			01:41:02	00:04:59	05:51:05	00:07:13	05:49:56	13:34:12
2689	2329	381	3576	Stefan Freitag	M	M45-49	DEU			02:03:08	00:06:07	06:10:18	00:04:14	05:10:29	13:34:15
2690	2330	418	3331	Andreas Wascher	M	M40-44	DEU			01:50:46	00:06:42	06:41:29	00:04:42	04:50:43	13:34:20
2691	2331	155	2895	Bruno Berrisch	M	M55-59	CHE	good.vibes.gang		01:40:23	00:09:08	06:27:15	00:03:52	05:13:51	13:34:27
2692	2332	419	1239	James Sloan	M	M40-44	GBR			01:38:29	00:07:35	06:25:01	00:04:58	05:18:28	13:34:29
2693	2333	78	3472	Jon Hughes	M	M60-64	GBR	Team Oxygenaddict		01:39:42	00:07:01	06:53:14	00:03:11	04:51:24	13:34:30
2694	2334	382	2808	Michael Juntermanns	M	M45-49	DEU	Fortuna Düsseldorf Triathlon		01:39:26	00:06:00	06:39:43	00:06:18	05:03:15	13:34:41
2695	361	43	3175	Christina Heeser	F	W50-54	DEU	Triabolos Hamburg e.V.		01:30:34	00:04:25	06:52:59	00:04:48	05:02:02	13:34:46
2696	362	52	3369	Jana Küttner	F	W45-49	DEU			01:25:03	00:04:31	06:17:06	00:05:20	05:42:51	13:34:50
2697	2335	79	3332	Olaf Höfler	M	M60-64	DEU	Team Erdinger Alkoholfrei		01:20:24	00:04:17	06:05:55	00:03:55	06:00:27	13:34:56
2698	2336	383	2935	Andreas Juhl	M	M45-49	DEU			01:55:20	00:07:58	06:42:55	00:03:58	04:45:00	13:35:09
2699	363	59	2465	Sandra Steinwender	F	W35-39	AUT	ASKÖ Laufrad Steyr		01:15:31	00:03:55	06:26:53	00:05:45	05:43:17	13:35:19
2700	364	2	314	Anne Knecht Boyer	F	W65-69	CHE			01:18:40	00:04:20	06:55:44	00:10:32	05:06:14	13:35:28
2701	2337	420	2665	Ran Smolansky	M	M40-44	ISR	ZONE3		01:34:08	00:08:03	06:12:54	00:06:43	05:34:06	13:35:52
2702	365	19	3625	Sigrid Eva Buchmann	F	W55-59	DEU			01:51:45	00:08:35	06:37:09	00:06:38	04:52:02	13:36:06
2703	2338	156	3325	Peter Zaun	M	M55-59	DEU			01:39:30	00:07:01	06:13:38	00:03:45	05:32:17	13:36:09
2704	366	3	721	Sabine Erdmann	F	W65-69	DEU	1.Tri-Club Paderborn		01:33:03	00:05:08	06:41:18	00:04:03	05:12:48	13:36:18
2705	2339	303	2789	Justin Cole	M	M50-54	GBR	Total Tri Training		02:00:35	00:05:43	06:11:06	00:04:31	05:14:53	13:36:47
2706	2340	157	3159	Ulf Kohlmann	M	M55-59	DEU			01:56:19	00:04:37	06:27:43	00:06:04	05:02:33	13:37:14
2707	367	44	1779	Galit Noiman Benedict	F	W50-54	ISR	ZONE3		02:07:08	00:05:54	06:23:42	00:08:11	04:52:30	13:37:22
2708	2341	304	3611	Yiqun Bai	M	M50-54	CHN			01:46:25	00:07:37	06:41:37	00:03:46	04:58:05	13:37:28
2709	2342	80	3093	Heinz-Hermann Thelken	M	M60-64	DEU			01:41:49	00:12:59	06:10:43	00:07:07	05:25:17	13:37:54
2710	2343	158	3447	Eric Salomon	M	M55-59	FRA	Poissy Triathlon		01:43:00	00:06:04	06:02:42	00:04:21	05:41:50	13:37:56
2711	2344	305	2894	Jörg Roßius	M	M50-54	DEU			01:37:45	00:10:10	06:30:30	00:04:57	05:14:36	13:37:56
2712	2345	306	3666	Jeong Ho Yoo	M	M50-54	KOR			02:03:15	00:05:25	05:58:08	00:07:20	05:23:52	13:37:59
2713	2346	159	2724	Michael Slavik	M	M55-59	DEU	Die Unglaublichen		01:39:43	00:08:01	06:42:42	00:05:31	05:02:20	13:38:16
2714	368	53	3598	Ivy Kasallis	F	W45-49	USA	Coeur Sports		01:17:07	00:03:24	06:51:26	00:03:40	05:22:58	13:38:34
2715	2347	307	3200	Janne Akerberg	M	M50-54	FIN	Turun Urheiluliitto		01:38:22	00:10:16	06:53:56	00:07:11	04:48:55	13:38:37
2716	2348	308	3082	Ben Wilson	M	M50-54	CAN			01:50:45	00:12:50	06:20:07	00:09:00	05:05:59	13:38:39
2717	369	60	3381	Ronja Bültmann	F	W35-39	DEU			01:34:42	00:04:59	06:23:54	00:02:53	05:32:44	13:39:11
2718	370	54	3380	Regina Freischlag	F	W45-49	DEU	SV Gladbeck 13		01:36:58	00:08:39	06:37:56	00:07:49	05:08:09	13:39:28
2719	2349	309	1502	Philipp Andrews	M	M50-54	DEU	USC Kiel		01:25:30	00:01:43	05:50:45	00:05:06	06:16:28	13:39:29
2720	2350	421	1747	Pieter Cailliau	M	M40-44	GBR	London Fields Triathlon Club		01:29:36	00:04:21	06:36:01	00:05:35	05:24:02	13:39:34
2721	2351	160	3202	Tzvi Grz	M	M55-59	ISR	Run to tri		01:45:56	00:07:15	06:33:21	00:06:24	05:06:48	13:39:41
2722	2352	161	3627	Ruedi Schärer	M	M55-59	CHE			01:30:58	00:09:24	06:27:55	00:05:54	05:25:43	13:39:52
2723	2353	422	1307	Ran Bar Yoshafat	M	M40-44	ISR	Ironproject		01:30:45	00:06:27	06:46:14	00:09:22	05:07:24	13:40:10
2724	371	45	3289	Fiona Hampton	F	W50-54	AUS	North Coast Triathlon Club		01:14:21	00:04:46	06:52:43	00:07:56	05:20:34	13:40:18
2725	2354	162	3242	Siegi Fischer	M	M55-59	DEU	TSV Bad Reichenhall Triathlon		02:08:32	00:05:53	06:13:22	00:02:59	05:09:47	13:40:30
2726	2355	163	2803	Oliver Radinger	M	M55-59	AUT	Team milliSPORTS		01:51:09	00:05:18	06:05:11	00:04:13	05:34:53	13:40:42
2727	2356	310	3506	Craig Lukavec	M	M50-54	USA			01:35:43	00:07:33	06:26:21	00:07:10	05:24:04	13:40:50
2728	2357	164	3561	Mark Robson	M	M55-59	GBR	Havering Triathlon Club		01:58:44	00:10:24	06:25:14	00:09:33	04:57:27	13:41:21
2729	2358	326	2220	Mathias Henderson	M	M30-34	BRA			01:20:38	00:07:48	06:30:50	00:11:06	05:31:15	13:41:34
2730	2359	165	3575	Stefan Hasenstab	M	M55-59	DEU			01:44:36	00:14:56	06:56:25	00:07:54	04:38:10	13:41:59
2731	2360	421	3526	Konstantin Suttorp	M	M35-39	DEU			01:24:12	00:05:46	06:22:20	00:05:11	05:44:37	13:42:04
2732	2361	422	3091	Ricardo Dagge	M	M35-39	PRT	JM Triathlon Team		01:29:40	00:06:43	06:44:21	00:03:41	05:17:43	13:42:06
2733	372	46	3147	Maria Hurter	F	W50-54	ZAF	TriDubai		01:31:15	00:08:15	06:42:37	00:04:58	05:15:02	13:42:06
2734	2362	423	3497	Zhijie Lin	M	M40-44	CHN	xiamen triathlon sports association		01:42:33	00:05:28	06:36:17	00:03:24	05:14:35	13:42:15
2735	2363	327	3432	Jeff Bolte	M	M30-34	USA	Team TriEndeavors		01:21:14	00:09:29	06:01:15	00:10:35	05:59:51	13:42:22
2736	373	47	3232	Sharlene Leeson	F	W50-54	AUS			01:06:31	00:04:31	06:07:30	00:05:51	06:18:10	13:42:31
2737	2364	311	3270	Dieter Baumann	M	M50-54	DEU	TV 1862 Miltenberg e. V.		01:28:27	00:09:32	06:42:00	00:04:01	05:18:41	13:42:39
2738	374	6	3287	Fiona Longden	F	W60-64	AUS	North Coast Tri Club		01:43:30	00:05:36	06:20:42	00:06:32	05:26:34	13:42:52
2739	375	7	3565	Denise Ingram	F	W60-64	USA	Triathlon Cluc San Diego		01:37:20	00:05:57	06:50:25	00:08:32	05:00:59	13:43:11
2740	376	61	3615	Mami Kirimoto	F	W35-39	JPN			01:36:00	00:09:11	06:43:49	00:05:44	05:08:32	13:43:13
2741	2365	312	1953	Junbum Bae	M	M50-54	KOR	SST		01:50:37	00:11:55	06:16:48	00:12:26	05:11:52	13:43:37
2742	377	62	2358	Janine Langer	F	W35-39	DEU	ERDINGER Active TEAM		01:22:01	00:03:53	06:49:02	00:09:49	05:19:17	13:44:00
2743	2366	166	3477	Karl (Charly) Weber	M	M55-59	DEU	FTZ Mühldorf Team Siebzehnrübl		01:54:41	00:05:00	05:54:42	00:03:58	05:45:44	13:44:03
2744	2367	424	2779	Christopher Kilbey	M	M40-44	GBR	Havering Tri		01:45:49	00:07:39	06:51:58	00:05:38	04:53:39	13:44:40
2745	2368	384	2103	Ron Schneider	M	M45-49	DEU	Team Zoot Europe		01:39:44	00:07:40	06:39:07	00:06:33	05:11:53	13:44:55
2746	2369	81	2753	Eric Wirtz	M	M60-64	DEU	TreeTops TSG Neuenhain		01:57:24	00:08:53	06:17:55	00:05:52	05:14:57	13:44:59
2747	2370	157	1543	Daniel Wilde	M	M25-29	DEU	Stefan Obermeier		01:19:36	00:10:46	05:42:39	00:06:31	06:25:35	13:45:05
2748	378	48	635	Jihyun Kim	F	W50-54	KOR			01:31:50	00:05:52	07:12:05	00:07:03	04:48:17	13:45:05
2749	379	79	2892	Kerstin Schmidt	F	W30-34	DEU			01:35:34	00:05:52	06:27:01	00:06:05	05:30:48	13:45:19
2750	2371	385	3245	Martin Klossek	M	M45-49	DEU	NISPA TriTeam HADI Wesel		01:43:37	00:09:35	06:26:48	00:06:17	05:19:28	13:45:44
2751	380	63	3241	Julia Noderer	F	W35-39	DEU			01:36:47	00:06:31	06:14:58	00:08:30	05:39:10	13:45:54
2752	2372	386	2430	Ryan Svedin	M	M45-49	USA			01:37:03	00:04:27	06:24:20	00:03:54	05:36:18	13:46:00
2753	381	64	3230	Lena Claußen	F	W35-39	DEU			01:24:02	00:03:57	06:19:16	00:08:42	05:50:04	13:46:00
2754	2373	19	311	Peter Burger	M	M65-69	DEU	RSC Kirrlach Triathlon		01:53:13	00:05:39	06:44:19	00:05:36	04:57:20	13:46:05
2755	382	49	3152	Zuzana Mojdlová	F	W50-54	CZE	RockTechnik Triatlon		01:29:41	00:11:17	06:44:43	00:10:45	05:10:09	13:46:32
2756	2374	425	2392	Andreas Seiler	M	M40-44	DEU			01:37:06	00:16:40	06:39:40	00:06:26	05:06:45	13:46:35
2757	2375	167	2693	Michael Maier	M	M55-59	DEU	TOP TRI Schorndorf		01:37:01	00:16:36	06:26:45	00:09:01	05:17:55	13:47:17
