Overall_Rank	Gender_Rank	Div_Rank	Bib	Name	Gender	Division	Country	Club	Penalty	Swim	T1	Bike	T2	Run	Total_Time
484	454	84	1158	Florian Speth	M	M40-44	DEU			01:19:50	00:03:26	05:00:08	00:03:05	03:24:40	09:51:06
485	455	91	1390	Andreas Hecht	M	M30-34	DEU			01:12:35	00:03:13	05:12:34	00:02:46	03:20:08	09:51:13
486	456	117	1406	Alexandre Mendonca	M	M35-39	BRA	EB Esportes		01:07:54	00:03:28	05:04:40	00:03:25	03:31:55	09:51:20
487	457	92	831	Felix Lüdtke	M	M30-34	DEU	rcs-team-rot e.V.		01:09:00	00:04:31	04:55:17	00:03:19	03:39:23	09:51:28
488	458	93	332	Adrian Zingler	M	M30-34	DEU			01:01:15	00:02:59	05:06:37	00:04:34	03:36:10	09:51:33
489	459	118	804	Manuel Karger	M	M35-39	DEU	Team degen.solutions		01:07:09	00:03:51	04:57:10	00:01:36	03:41:51	09:51:36
490	460	40	580	Karsten Knape	M	M45-49	DEU	Triathlon Nordhausen e.V.		01:18:28	00:02:47	04:58:55	00:02:22	03:29:16	09:51:46
491	461	119	969	Moritz Meyer	M	M35-39	DEU	Bramfelder SV		01:04:56	00:03:44	05:04:06	00:02:55	03:36:13	09:51:50
492	462	94	1691	Leonard Spähn	M	M30-34	DEU	Challenge accepted		01:14:36	00:03:34	05:13:23	00:03:32	03:17:06	09:52:10
493	463	95	1472	Marius Borchert	M	M30-34	DEU			01:17:41	00:03:29	05:03:00	00:02:11	03:25:55	09:52:13
494	464	85	1544	Vladimir Dzurilla	M	M40-44	SVK			01:07:37	00:03:43	05:05:04	00:03:16	03:32:40	09:52:17
495	465	120	1124	Axel Mandok	M	M35-39	DEU	ESV Ingolstadt Triathlon		01:07:13	00:03:50	05:09:57	00:02:15	03:29:11	09:52:24
496	466	121	861	Moritz Weinert	M	M35-39	DEU			01:09:31	00:02:55	04:48:15	00:02:47	03:49:03	09:52:29
497	467	86	1376	Sebastian Kutyma	M	M40-44	DEU			01:24:16	00:01:37	05:02:51	00:02:00	03:22:00	09:52:42
498	468	17	643	Alexander Endres	M	M50-54	DEU			01:16:51	00:03:32	04:47:38	00:04:10	03:40:35	09:52:44
499	469	87	1113	Simon Widera	M	M40-44	DEU	PSV Brühl Triathlon Team		01:27:47	00:04:34	04:55:51	00:02:16	03:22:19	09:52:45
500	470	50	418	Tim Meuser	M	M25-29	DEU			01:07:17	00:03:37	04:46:56	00:01:30	03:53:34	09:52:51
501	471	122	883	Niek Verwoerd	M	M35-39	NLD	AV Triathlon		01:17:43	00:05:31	04:48:45	00:02:22	03:38:33	09:52:53
502	472	41	999	Fatih Topcu	M	M45-49	TUR	Asla DUrma		01:13:22	00:04:09	05:13:49	00:05:14	03:16:27	09:52:59
503	473	42	772	Ben Weiß	M	M45-49	DEU	Triathlon Team Düsseldorf		01:06:29	00:02:50	05:04:22	00:02:58	03:36:21	09:53:00
504	474	43	673	Götz Plenio	M	M45-49	DEU	Triathlon Team Düsseldorf		01:13:21	00:03:28	04:55:51	00:03:12	03:37:11	09:53:00
505	475	96	343	Stefan Willibald	M	M30-34	DEU	SV Wackersberg-Arzbach		01:04:31	00:04:44	04:51:12	00:02:52	03:49:44	09:53:00
506	476	44	456	Ping Hung Liao	M	M45-49	TWN			01:26:49	00:02:58	04:50:57	00:02:17	03:30:01	09:53:01
507	477	123	602	Markus Hübner	M	M35-39	DEU	Post SV Nürnberg		01:11:39	00:03:49	04:56:26	00:01:48	03:39:27	09:53:07
508	478	124	874	Thomas Mader	M	M35-39	DEU	Team Erdinger Active		01:22:39	00:02:20	04:57:13	00:03:16	03:27:44	09:53:10
509	479	51	1197	Tim Weilhammer	M	M25-29	DEU	SV Herlazhofen		01:03:47	00:02:41	05:10:18	00:02:49	03:33:42	09:53:16
510	480	97	359	Andreas Steur	M	M30-34	DEU	SSV Ulm 1846 Triathlon		01:10:52	00:02:29	05:01:29	00:02:14	03:36:15	09:53:18
511	481	45	856	Markus Monreal	M	M45-49	DEU	PSV Brühl Triathlon Team		00:58:34	00:02:50	05:00:40	00:03:00	03:48:25	09:53:27
512	482	88	386	Martin Brandl	M	M40-44	DEU	SG Poing		01:03:24	00:02:08	05:04:46	00:02:56	03:40:16	09:53:28
513	483	98	826	Johannes Härtl	M	M30-34	DEU	WYN Racing		01:17:20	00:03:07	04:52:13	00:02:06	03:38:47	09:53:31
514	484	46	139	Hannes Holzhammer	M	M45-49	AUT	TRI TEAM TS WÖRGL | BIKEFIT | TeamF7 | TeamZoot		01:27:41	00:03:53	04:48:53	00:01:56	03:31:10	09:53:31
515	485	99	1087	Stephan Hansen	M	M30-34	DEU	SV Bayreuth		01:14:08	00:03:39	05:13:13	00:02:53	03:19:43	09:53:33
516	31	8	1069	Felicia Müller	F	W30-34	DEU	DSW12 Darmstadt		01:22:22	00:01:53	05:13:59	00:03:20	03:12:01	09:53:33
517	486	125	368	Johannes Giehl	M	M35-39	DEU	/tri club denmark		01:09:20	00:03:23	04:49:55	00:02:44	03:48:16	09:53:36
518	487	126	369	Stefan Krisa	M	M35-39	DEU			01:04:20	00:02:37	04:51:26	00:02:00	03:53:19	09:53:39
519	488	127	238	Conor Talty	M	M35-39	IRL	Scientific Triathlon		01:14:36	00:03:22	04:55:02	00:03:55	03:36:47	09:53:40
520	489	100	543	Pieter-Jan Neetens	M	M30-34	BEL	3PT		01:02:04	00:03:02	04:55:07	00:04:27	03:49:04	09:53:43
521	490	101	1357	Henrik Drewes	M	M30-34	DEU			01:23:22	00:03:24	04:54:08	00:02:22	03:30:31	09:53:45
522	491	89	439	Rafael Madrid Almena	M	M40-44	ESP	CLUB TRIATLON ALBACETE RES		00:57:44	00:02:01	05:23:36	00:02:13	03:28:14	09:53:46
523	492	102	916	Jan Lipov?ek	M	M30-34	SVN	Trisport Triathlon Team		01:11:49	00:02:50	05:17:25	00:04:44	03:17:06	09:53:52
524	493	90	738	Alexander Zeiner	M	M40-44	DEU	Tri-Team Saarlouis		01:04:41	00:02:06	05:19:13	00:02:06	03:25:52	09:53:56
525	494	128	1273	Daniel Kubiak	M	M35-39	DEU			01:07:04	00:03:37	04:52:53	00:03:22	03:47:02	09:53:57
526	495	91	724	Lüder Kahle	M	M40-44	DEU	ASV Süchteln		01:15:28	00:03:32	04:51:39	00:02:12	03:41:09	09:53:59
527	496	103	995	Simon Schröder	M	M30-34	DEU	DjK Dudweiler		01:14:56	00:02:16	05:01:37	00:01:50	03:33:29	09:54:06
528	497	18	943	Ed Buckley	M	M50-54	GBR	Thames Turbo Triathlon Club		01:02:12	00:03:32	05:03:07	00:04:24	03:41:07	09:54:21
529	498	51	61	Jordan Bryden	M	MPRO	CAN			00:56:49	00:02:13	05:10:19	00:03:38	03:41:35	09:54:31
530	499	52	1315	Martin Pelcat	M	M25-29	FRA			01:13:55	00:04:59	04:46:40	00:03:37	03:45:32	09:54:41
531	500	1	834	Albert Boyce	M	M60-64	USA	The Olympic Club		00:58:03	00:02:32	05:14:30	00:02:47	03:37:06	09:54:56
532	501	129	764	Raphael Penning	M	M35-39	DEU	ASV Duisburg		01:05:10	00:02:13	05:12:01	00:02:00	03:33:37	09:54:59
533	502	92	870	Wouter De Clercq	M	M40-44	BEL	IronManagers		01:14:45	00:06:39	05:16:14	00:03:35	03:13:50	09:55:01
534	503	93	561	Dominique Thalhammer	M	M40-44	DEU			01:14:29	00:02:50	05:02:16	00:03:27	03:32:04	09:55:03
535	504	4	838	Heinrich Kindseder	M	M55-59	DEU	SG Poing		01:17:09	00:03:46	05:07:54	00:04:42	03:21:36	09:55:06
536	505	94	749	Pierre-Alexandre Vray	M	M40-44	FRA	LTD Coaching		01:15:16	00:03:49	05:05:42	00:01:46	03:28:36	09:55:07
537	506	104	688	Paul Fleiss	M	M30-34	AUT	AC - Donau Chemie		00:57:47	00:04:14	05:15:54	00:03:16	03:34:07	09:55:15
538	507	47	988	Chris Baur	M	M45-49	DEU	TRI-Team SSV Ettlingen		01:09:30	00:03:06	05:08:05	00:03:08	03:31:30	09:55:17
539	508	48	1344	Vincent Coussot	M	M45-49	FRA	CLUB DES NAGEURS DE PARIS		01:09:23	00:02:55	05:07:25	00:02:27	03:33:10	09:55:18
540	509	95	794	Jeffrey Angelini	M	M40-44	USA			01:08:42	00:03:18	05:25:51	00:03:10	03:14:22	09:55:21
541	510	49	429	Wouter Ceyssens	M	M45-49	BEL	PHNX		01:08:31	00:01:48	04:58:29	00:03:01	03:43:38	09:55:25
542	511	130	936	Adrian Muñoz	M	M35-39	ESP	TRIAVILA		01:24:41	00:03:22	05:11:32	00:01:52	03:14:05	09:55:30
543	512	50	1651	Enrico Zieker	M	M45-49	DEU	MTV Aurich		01:51:04	00:04:09	05:46:40	00:04:45		09:55:31
544	513	96	392	Sebastian Sünkel	M	M40-44	DEU	TS Lichtenfels		01:05:09	00:02:51	04:53:05	00:02:06	03:52:32	09:55:41
545	514	105	813	Taun Stanham	M	M30-34	AUS			01:01:41	00:03:38	04:59:32	00:03:39	03:47:16	09:55:43
546	515	97	649	Sebastian Grünmüller	M	M40-44	AUT	ASKÖ Laufrad Steyr		01:03:40	00:01:52	04:59:04	00:03:07	03:48:07	09:55:48
547	516	98	1386	Rafael Ramos Franco	M	M40-44	USA	Flow State		01:16:37	00:03:11	05:03:19	00:01:41	03:31:05	09:55:51
548	517	131	674	David Boyle	M	M35-39	IRL	Newry Triathlon Club		01:22:48	00:03:59	04:58:45	00:03:19	03:27:27	09:56:15
549	518	53	735	Jakob Seippel	M	M25-29	DEU	Triathlon Team DSW Darmstadt		01:21:05	00:02:01	05:06:06	00:02:12	03:25:10	09:56:32
550	519	132	149	Patrick Hannah	M	M35-39	GBR	Cambridge Triathlon Club		00:58:15	00:01:50	04:41:51	00:03:05	04:11:40	09:56:39
551	520	54	1560	Mael Schweiger	M	M25-29	FRA	Issy Triathlon		01:14:57	00:03:27	05:19:37	00:02:57	03:15:52	09:56:48
552	520	106	1595	Michael Neuwirth	M	M30-34	AUT	Sport Streicher Racingteam		01:18:49	00:01:52	05:07:10	00:01:20	03:27:39	09:56:48
553	522	55	904	Philip Stapmanns	M	M25-29	DEU			00:58:33	00:04:58	05:04:48	00:02:58	03:45:36	09:56:50
554	523	51	1471	Stefan Lang	M	M45-49	DEU	LT Zwecks da Gaudi		01:18:17	00:01:51	05:07:16	00:02:28	03:27:03	09:56:53
555	32	2	839	Désirée Germann	F	W40-44	CHE			01:13:59	00:03:18	05:08:05	00:02:04	03:29:51	09:57:15
556	524	107	410	Maximilian Bauer	M	M30-34	DEU	CIS Amberg		01:08:20	00:02:36	04:56:26	00:02:32	03:47:28	09:57:20
557	525	52	427	Fabian Rind	M	M45-49	DEU	TSV Unterpfaffenhofen Germering		01:16:14	00:02:42	05:05:26	00:02:19	03:30:44	09:57:23
558	526	19	1008	Yohay Yafe	M	M50-54	ISR	Solos-Trohatd		01:10:10	00:03:32	05:07:54	00:02:46	03:33:08	09:57:28
559	527	108	329	Michael Schwanzl	M	M30-34	DEU	Erdinger Active Team		01:10:50	00:02:09	05:01:22	00:02:12	03:40:57	09:57:28
560	528	109	581	Hendric Gutacker	M	M30-34	DEU	Hans Wagner Running Team		01:09:53	00:04:22	04:55:40	00:02:14	03:45:23	09:57:31
561	529	53	1278	Onur Oben Akkaynak	M	M45-49	TUR	341 Triatlon		01:10:28	00:03:58	05:03:54	00:03:01	03:36:17	09:57:37
562	530	110	970	Sebastian Ruaz	M	M30-34	ITA			01:12:18	00:03:34	05:09:05	00:01:28	03:31:42	09:58:05
563	531	111	2361	Vlastimil Vávra	M	M30-34	CZE	ALPHA Sports Team		01:25:54	00:02:55	05:00:17	00:01:46	03:27:17	09:58:07
564	532	99	587	Markus Langer	M	M40-44	DEU	Arriba Göppersdorf		01:11:18	00:03:24	04:56:49	00:03:02	03:43:44	09:58:15
565	533	20	628	Andreas Klem	M	M50-54	DEU	TSV Gaimersheim		01:01:38	00:02:53	05:11:49	00:01:31	03:40:45	09:58:34
566	534	54	755	Michael Weisenberger	M	M45-49	DEU	TG Hanau		01:08:47	00:03:16	05:10:25	00:01:44	03:34:30	09:58:41
567	535	112	908	Philipp Beudt	M	M30-34	DEU	LC Olympia Wiesbaden		01:13:15	00:05:31	05:13:03	00:02:33	03:24:30	09:58:49
568	536	100	667	Stefan Wolf	M	M40-44	DEU	Tri-Team SSV Ettlingen		01:28:54	00:03:44	04:59:59	00:02:46	03:23:38	09:58:58
569	537	113	186	Ben Stone	M	M30-34	AUS	Busselton Triathlon Club		01:06:45	00:02:08	05:14:06	00:02:52	03:33:12	09:59:01
570	538	101	1363	Jose Ignacio Nieto Sanchez	M	M40-44	ESP	Triatlón Tetuán		01:07:10	00:03:23	05:17:25	00:02:21	03:28:45	09:59:02
571	539	55	1399	Michael Gentsch	M	M45-49	DEU	ARD-Team		01:23:16	00:07:58	05:03:16	00:01:42	03:23:05	09:59:15
572	540	102	1272	Dirk Wartenberg	M	M40-44	DEU	Triathlon-Team Rhein-Nahe		01:12:20	00:03:08	05:10:49	00:03:19	03:29:45	09:59:18
573	541	5	684	Georg Frad	M	M55-59	AUT	Top Team Tri		01:07:05	00:02:29	05:01:34	00:01:45	03:46:47	09:59:38
574	542	133	393	Marvin Paulus	M	M35-39	DEU	Triathlon Team Hamburg		01:06:01	00:02:41	05:03:13	00:03:32	03:44:20	09:59:44
575	33	4	1196	Mira Czarnetzki	F	W25-29	DEU	TenSub10		01:15:32	00:02:22	05:21:38	00:01:09	03:19:10	09:59:49
576	543	56	807	Klaus Schlüter	M	M45-49	DEU	ASV Ellewick - Crosewick e.V.		00:55:41	00:02:31	05:03:43	00:04:16	03:53:43	09:59:52
577	544	114	1332	Marnix Franken	M	M30-34	NLD	Sportclub Kwiek		01:13:58	00:03:07	04:53:18	00:02:01	03:47:33	09:59:56
578	545	115	769	Jakob Moriz	M	M30-34	DEU	ASC Konstanz		01:07:40	00:03:22	05:05:02	00:02:06	03:42:01	10:00:08
579	546	103	890	Andreas Kimmerle	M	M40-44	DEU	Böhnlein Sports Bamberg		01:13:20	00:03:22	05:07:59	00:05:25	03:30:03	10:00:08
580	547	56	776	Jean-Luc Göttsche	M	M25-29	DEU	ASC Konstanz e.V.		01:08:50	00:03:23	05:03:51	00:02:07	03:42:00	10:00:08
581	548	104	171	Hai Miara	M	M40-44	ISR	Iron Project		01:14:03	00:06:17	05:07:49	00:05:17	03:27:07	10:00:31
582	549	105	473	Christian Thatje	M	M40-44	DNK			00:59:09	00:02:15	04:57:07	00:02:57	03:59:05	10:00:31
583	550	106	559	João Feijão	M	M40-44	PRT	Triatlo Clube TAP		01:15:53	00:02:32	05:05:49	00:03:20	03:33:11	10:00:45
584	551	116	695	Daniel Kratz	M	M30-34	DEU	Triathlonclub Kagran		01:12:21	00:02:32	05:05:44	00:02:55	03:37:19	10:00:49
585	34	3	1979	Susen Kunstmann	F	W40-44	DEU	TEAM circutec		01:07:25	00:02:36	05:22:13	00:01:48	03:26:55	10:00:55
586	552	117	1298	Johannes Schuh	M	M30-34	DEU	TV Bretten Triathlon		01:19:35	00:04:42	05:07:27	00:04:23	03:24:54	10:00:58
587	35	17	120	Maja Betz	F	WPRO	DEU	SC Ostheim/Rhön		01:29:11	00:03:45	05:06:39	00:03:03	03:18:41	10:01:18
588	553	107	819	Stefan Treiber	M	M40-44	DEU	Py-Racer		01:07:33	00:02:19	05:03:10	00:01:33	03:46:48	10:01:21
589	554	134	1257	Philip Schempp	M	M35-39	DEU			01:06:15	00:03:46	05:18:28	00:02:25	03:30:37	10:01:29
590	555	108	739	Alexander Kriebel	M	M40-44	DEU			01:16:24	00:02:23	05:01:08	00:03:54	03:37:50	10:01:37
591	36	9	830	Agathe Arnaud	F	W30-34	FRA	GUC Tri		01:03:56	00:02:08	05:12:07	00:02:30	03:41:34	10:02:13
592	556	118	1255	Thijs Hendriks	M	M30-34	NLD			01:18:02	00:04:14	05:03:29	00:03:34	03:33:11	10:02:28
593	557	57	941	Leonardo Corio	M	M45-49	USA	Peaks Brasil		01:10:16	00:03:59	05:11:06	00:02:26	03:34:47	10:02:31
594	558	135	173	Enrique Nieto Madruga	M	M35-39	ESP	CD fisioterapia Roberto Ramos		01:17:50	00:03:40	05:09:12	00:02:31	03:29:24	10:02:35
595	559	119	1207	Javier Barrio	M	M30-34	ESP	DESAM.ES		01:08:03	00:03:55	05:21:10	00:03:18	03:26:31	10:02:55
596	37	10	1790	Mégane Muehlestein	F	W30-34	CHE			01:14:27	00:03:56	05:18:39	00:04:59	03:20:57	10:02:56
597	560	136	1525	Dennis Celen	M	M35-39	BEL	Forward coaching		01:17:13	00:04:24	05:09:53	00:01:59	03:29:37	10:03:04
598	561	120	490	Nathan Ward	M	M30-34	IRL			01:00:07	00:02:51	04:51:28	00:02:42	04:06:05	10:03:11
599	562	137	400	Maël Rengel	M	M35-39	DEU			01:07:07	00:03:26	05:09:16	00:03:36	03:39:58	10:03:22
600	563	121	1266	Sebastian Seidl	M	M30-34	DEU			01:17:13	00:02:52	05:16:42	00:02:34	03:24:08	10:03:27
601	564	122	2136	Maximilian Helmbrecht	M	M30-34	DEU			01:10:49	00:02:31	05:02:03	00:01:36	03:46:45	10:03:42
602	38	18	124	Tara Rooney	F	WPRO	USA			01:11:25	00:03:01	05:24:14	00:01:35	03:23:39	10:03:51
603	565	138	1293	Hussein Mowafi	M	M35-39	JOR	Ikonix		01:11:23	00:04:15	05:14:48	00:02:10	03:31:22	10:03:56
604	566	6	1258	Markus Schmelzeisen	M	M55-59	DEU	Triathlon-Team Rhein-Nahe		01:07:58	00:03:02	05:05:38	00:02:50	03:44:33	10:03:59
605	567	109	606	Daniel Wille	M	M40-44	DEU			01:19:52	00:03:57	05:04:06	00:03:25	03:32:52	10:04:09
606	568	58	1223	Kevin Michiels	M	M45-49	BEL	GETT		01:18:53	00:04:40	05:08:48	00:04:43	03:27:10	10:04:11
607	569	139	948	Patrick Herrmüller	M	M35-39	AUT	Team Baier Landshut		01:06:26	00:03:50	05:18:56	00:02:33	03:32:31	10:04:15
608	570	110	2106	Harry Huber	M	M40-44	DEU	SV Kasing		01:13:52	00:03:24	05:25:48	00:01:48	03:19:37	10:04:28
609	571	140	791	Martin Pfaller	M	M35-39	DEU	DATEV		01:12:34	00:03:55	04:46:37	00:04:46	03:56:46	10:04:36
610	572	123	1703	Lennard Zappe	M	M30-34	DEU	Tri Team Steinfurt e.V.		01:16:45	00:02:45	05:07:14	00:01:44	03:36:15	10:04:40
611	573	59	1262	Tomasz Wronski	M	M45-49	POL	TRIMP		01:07:51	00:03:43	05:17:28	00:02:49	03:32:51	10:04:40
612	574	124	2227	Andreas Specker	M	M30-34	DEU			01:21:28	00:03:20	05:11:14	00:01:55	03:26:52	10:04:47
613	575	141	1224	Jordan Discombe	M	M35-39	GBR	TeamGJE		01:01:16	00:04:42	05:13:41	00:04:33	03:40:40	10:04:50
614	576	125	494	Daan Germs	M	M30-34	NLD			01:05:15	00:03:42	04:58:27	00:02:56	03:54:33	10:04:50
615	577	8	1035	Niklas Watzke	M	M20-24	DEU			01:21:38	00:04:01	04:56:24	00:04:01	03:38:51	10:04:52
616	578	60	2077	Raphael Janssens	M	M45-49	BEL	Gett		01:17:37	00:04:40	05:00:44	00:02:46	03:39:11	10:04:55
617	579	126	1324	Nick Eversdijk	M	M30-34	NLD			01:08:58	00:03:58	05:03:49	00:02:47	03:45:34	10:05:05
618	580	127	221	Michael Ochmann	M	M30-34	DEU	RZ Performance Coaching		01:06:37	00:02:08	05:05:23	00:03:17	03:47:46	10:05:09
619	581	142	184	Mark Matthews	M	M35-39	GBR	Pro Tri News		00:58:36	00:02:26	04:50:14	00:04:52	04:09:16	10:05:22
620	582	143	1280	Benjamin Halder	M	M35-39	DEU	ESV Ingolstadt Triathlon		01:07:18	00:03:26	05:04:39	00:01:53	03:48:10	10:05:24
621	583	144	2902	Lukasz Bejm	M	M35-39	POL	Endure Team		01:08:10	00:04:55	05:17:38	00:06:12	03:28:32	10:05:26
622	584	61	1020	Sven Pöschke	M	M45-49	DEU	LaufLeben Running Crew e.V.		01:22:20	00:04:41	05:04:56	00:01:26	03:32:08	10:05:29
623	585	62	2223	Stefan Basler	M	M45-49	DEU	DJK Ehenfeld		01:22:50	00:03:41	05:17:45	00:02:20	03:18:57	10:05:30
624	586	7	937	Harry Ackstaller	M	M55-59	DEU	MS Elektro		01:07:22	00:02:44	05:11:19	00:02:55	03:41:17	10:05:36
625	587	111	925	Grant Kennedy	M	M40-44	GBR			01:10:05	00:03:14	05:01:14	00:01:53	03:49:18	10:05:41
626	588	57	1572	Arne Heemeryck	M	M25-29	BEL			01:17:38	00:02:53	05:19:33	00:02:18	03:23:22	10:05:43
627	589	63	1194	Mathias Wahls	M	M45-49	DEU	MTV Heide		01:22:08	00:03:19	05:00:33	00:04:11	03:35:45	10:05:54
628	590	128	697	Julian Grad	M	M30-34	AUT			01:17:35	00:03:14	05:04:58	00:03:09	03:37:02	10:05:56
629	591	8	977	Michael Kimmann	M	M55-59	DEU			01:08:57	00:03:58	05:10:32	00:03:22	03:39:14	10:06:01
630	592	145	476	Franz-Josef Ismaier	M	M35-39	DEU			01:21:36	00:02:49	05:06:00	00:02:18	03:33:22	10:06:02
631	593	146	282	Julian Albert	M	M35-39	DEU	Team JCL		01:19:11	00:03:03	04:58:15	00:02:32	03:43:17	10:06:17
632	39	11	926	Lorenza Maria Kessler	F	W30-34	CHE	Trigether		01:07:10	00:05:07	05:09:11	00:01:56	03:42:54	10:06:17
633	594	147	687	Diego Infante Garijo	M	M35-39	ESP	CEA BETERA		01:11:23	00:05:20	05:03:17	00:03:46	03:42:46	10:06:31
634	595	148	775	Dieter Van Den Buys	M	M35-39	BEL	SPTC		01:09:54	00:02:42	05:09:57	00:01:37	03:42:31	10:06:40
635	596	64	572	Rodrigo Loiola	M	M45-49	BRA	Santiago Ascenco		01:16:14	00:02:02	04:48:03	00:02:02	03:58:32	10:06:51
636	597	65	1296	Gernot Zotter	M	M45-49	AUT	Trityc		01:09:44	00:02:39	05:07:51	00:02:03	03:44:58	10:07:14
637	598	149	1175	Dennis Overfeld	M	M35-39	DEU	Powerbar - TuS Xanten Triathlon		01:09:34	00:02:39	05:08:44	00:03:37	03:42:48	10:07:20
638	599	9	1532	Bernard Alix	M	M55-59	CAN			01:10:43	00:01:50	04:52:27	00:04:32	03:57:53	10:07:23
639	600	129	498	Thomas Gennen	M	M30-34	DEU	DLC Aachen		01:00:25	00:03:57	04:57:37	00:01:54	04:03:32	10:07:23
640	601	130	353	Matthias Trenn	M	M30-34	DEU	DLC Aachen		00:59:11	00:02:45	04:41:59	00:02:56	04:20:34	10:07:24
641	602	150	1013	Patrick Brauch	M	M35-39	DEU	TuS Fürstenfeldbruck e.V.		01:14:51	00:04:04	05:07:46	00:02:17	03:38:29	10:07:25
642	603	112	1333	Tim Haines	M	M40-44	GBR			01:12:37	00:03:08	05:14:59	00:02:56	03:33:49	10:07:26
643	604	21	829	Antti Vuorikoski	M	M50-54	FIN	SKB Racing Triathlon Team		01:02:57	00:05:22	05:20:44	00:03:41	03:34:47	10:07:29
644	40	4	1377	Maria Mai	F	W40-44	DEU	Eintracht Frankfurt Triathlon		01:09:38	00:03:23	05:16:28	00:01:55	03:36:14	10:07:36
645	605	131	1178	Jeroen Seelt	M	M30-34	NLD	MoveTheLimit		01:14:16	00:04:35	05:09:52	00:01:55	03:37:03	10:07:40
646	606	113	434	Shane Flaherty	M	M40-44	IRL			01:16:54	00:03:54	05:03:29	00:03:54	03:39:39	10:07:48
647	607	132	1116	Florian Bienefeld	M	M30-34	DEU	SV Nikar Heidelberg		01:09:56	00:04:05	05:01:19	00:01:18	03:51:14	10:07:50
648	608	114	1387	Marcel Biere	M	M40-44	GBR			01:21:37	00:04:01	05:30:11	00:03:02	03:09:02	10:07:50
649	609	151	685	Andi Köstler	M	M35-39	DEU	TV Eckersmühlen		01:18:18	00:03:27	05:07:15	00:03:50	03:35:10	10:07:59
650	610	66	1263	Christian Klefenz	M	M45-49	DEU	ASG Tria Hockenheim		01:13:55	00:03:20	05:12:07	00:02:13	03:36:28	10:08:00
651	611	115	1297	Andreas Rautar	M	M40-44	AUT	Porr Power		01:17:21	00:03:07	05:00:31	00:03:01	03:44:08	10:08:06
652	612	152	1695	Lars Breuer	M	M35-39	DEU	Turnverein Erkelenz		01:22:41	00:04:13	05:10:04	00:01:49	03:29:27	10:08:13
653	613	133	1119	Daniel Siegle	M	M30-34	DEU	TV Markgröningen		01:08:10	00:02:57	05:15:00	00:02:26	03:39:44	10:08:17
654	614	58	624	Alvaro Pita Pirri	M	M25-29	ESP	TRIBOOST		01:05:37	00:04:18	05:06:45	00:02:16	03:49:36	10:08:29
655	615	59	1646	Felix Pfeffer	M	M25-29	DEU	SV Mergelstetten		01:28:51	00:01:42	05:02:35	00:02:00	03:33:26	10:08:33
656	616	153	754	Lewis Justin Smith	M	M35-39	GBR	Grit Endurance/Hoddesdon Tri		01:09:35	00:03:01	05:00:36	00:02:06	03:53:34	10:08:50
657	617	60	2675	Fynn Jessen	M	M25-29	DEU			01:12:07	00:04:05	05:15:24	00:03:22	03:34:05	10:09:02
658	618	61	1216	Constantin Canis	M	M25-29	DEU			01:49:44	00:03:50	04:57:19	00:02:06	03:16:07	10:09:05
659	619	134	811	Jonathan Pothmann	M	M30-34	DEU	Tristar Regenburg		01:17:21	00:03:07	05:04:58	00:03:13	03:40:32	10:09:10
660	620	67	1474	Lasse Rousi	M	M45-49	FIN	4Speed Triathlon		01:03:32	00:04:05	05:20:50	00:03:21	03:37:25	10:09:12
661	621	10	832	Stephan Linde	M	M55-59	DEU	Erdinger Active Team		01:10:09	00:04:07	05:02:31	00:02:06	03:50:21	10:09:12
662	622	135	1930	Florian Hahn	M	M30-34	DEU			01:16:16	00:03:11	05:06:17	00:01:51	03:42:02	10:09:35
663	623	62	446	Marius Ocker	M	M25-29	DEU	Pedal and Party		01:07:40	00:02:24	04:56:02	00:01:36	04:01:59	10:09:39
664	624	116	1208	Christian Wrobel	M	M40-44	DEU			01:14:32	00:03:19	04:58:40	00:01:58	03:51:13	10:09:40
665	625	63	1335	Sebastian Raspl	M	M25-29	DEU	TSV Peterskirchen		01:32:36	00:02:13	04:48:08	00:02:06	03:44:41	10:09:41
666	626	64	433	Nikolaus Schell	M	M25-29	AUT	Trivolution Triathlon Club		01:12:36	00:02:28	04:41:59	00:02:14	04:10:28	10:09:43
667	41	12	1089	Clara-Maria Bader	F	W30-34	DEU	Post SV Nürnberg		01:01:08	00:02:36	05:21:47	00:01:26	03:43:03	10:09:57
668	627	65	958	Manuel Langhans	M	M25-29	DEU	RC 1913 Wendelstein		01:24:31	00:04:10	05:12:21	00:03:49	03:25:13	10:10:03
669	628	154	957	Philipp Bauer	M	M35-39	DEU	HWG		01:11:58	00:05:37	05:19:16	00:05:34	03:27:41	10:10:04
670	629	68	1821	Timo Schmitt	M	M45-49	DEU	TSV Tutzing		01:17:02	00:03:41	05:07:45	00:03:18	03:38:42	10:10:26
671	630	117	1460	Vladislavs Masalskis	M	M40-44	LVA	Lepsky TRI Coaching		01:31:20	00:03:03	05:11:46	00:02:13	03:22:21	10:10:42
672	42	5	1036	Teresa Stürzenhofäcker	F	W25-29	DEU	TV Erlangen 1848		01:20:11	00:03:34	05:12:09	00:02:20	03:32:32	10:10:43
673	631	69	771	Märt Prosin	M	M45-49	EST	Triatloniklubi UP43		01:14:54	00:04:16	05:08:45	00:02:18	03:40:34	10:10:46
674	632	155	177	Kai Wolf	M	M35-39	DEU	Emil Frey Auto Fiegl		01:10:03	00:03:40	04:56:18	00:02:07	03:58:44	10:10:50
