順位	No.	氏名	総合記録	ｽｲﾑﾗｯﾌﾟ	Ｓ順	ﾊﾞｲｸﾗｯﾌﾟ	Ｂ順	ｽﾌﾟﾘｯﾄ	通過	ﾗﾝﾗｯﾌﾟ	Ｒ順	総合順位
266	392	粟飯原 光広	3:39:30	0:39:53	319	1:40:01	217	2:19:54	262	1:19:36	318	294
267	239	冨岡 利仁	3:39:46	0:39:59	323	1:44:58	275	2:24:57	298	1:14:49	289	295
268	204	桂屋 正明	3:39:50	0:33:42	215	1:49:31	298	2:23:13	281	1:16:37	298	296
269	284	野池 祐志	3:40:09	0:35:52	261	1:49:49	301	2:25:41	299	1:14:28	287	297
270	455	山田 紀夫	3:40:12	0:32:24	162	1:56:40	335	2:29:04	314	1:11:08	267	298
271	307	海老名 剛	3:40:35	0:32:22	161	1:59:41	344	2:32:03	326	1:08:32	243	299
272	280	柴田 知巳	3:41:02	0:33:14	196	1:50:37	306	2:23:51	289	1:17:11	300	300
273	466	原田 悠紀	3:41:28	0:37:38	298	1:52:51	319	2:30:29	322	1:10:59	265	301
274	411	岡本 浩文	3:41:49	0:46:24	352	1:36:50	170	2:23:14	282	1:18:35	313	302
275	418	須永 高史	3:41:56	0:36:57	285	1:46:09	283	2:23:06	280	1:18:50	314	303
276	147	清水 光	3:43:06	0:39:56	322	1:45:56	282	2:25:52	302	1:17:14	302	304
277	465	小川 真琴	3:43:33	0:33:09	191	1:52:32	317	2:25:41	300	1:17:52	307	305
278	412	阿久澤 一達	3:43:41	0:34:53	240	1:49:42	299	2:24:35	297	1:19:06	315	306
279	189	天野 悠人	3:44:04	0:31:34	136	1:51:27	312	2:23:01	279	1:21:03	324	307
280	214	妹尾 大樹	3:44:32	1:04:05	363	1:42:52	257	2:46:57	351	0:57:35	106	308
281	340	椎名 寛之	3:44:33	0:35:29	254	1:50:35	305	2:26:04	303	1:18:29	312	309
282	207	岡 航平	3:44:51	0:27:50	61	1:38:54	198	2:06:44	144	1:38:07	352	310
283	471	熊谷 圭介	3:45:06	0:37:12	291	1:46:39	288	2:23:51	290	1:21:15	326	311
284	478	光吉 孝浩	3:45:13	0:37:56	302	2:03:13	349	2:41:09	341	1:04:04	192	312
285	403	雨宮 伊作	3:45:16	0:39:54	321	1:49:55	302	2:29:49	319	1:15:27	292	313
286	371	山本 一樹	3:45:29	0:37:50	301	1:52:08	314	2:29:58	320	1:15:31	293	314
287	452	森中 亮	3:46:28	0:40:44	330	2:09:32	353	2:50:16	353	0:56:12	96	315
288	237	清木 孝之	3:46:33	0:33:18	198	1:53:59	323	2:27:17	307	1:19:16	317	316
289	359	静野 敦	3:47:33	0:36:57	284	1:52:21	315	2:29:18	316	1:18:15	310	317
290	397	末吉 衛	3:47:33	0:42:52	344	1:39:47	211	2:22:39	277	1:24:54	337	318
291	424	小林 俊輔	3:47:53	0:42:00	339	1:44:09	269	2:26:09	304	1:21:44	328	319
292	458	田村 雅彦	3:48:21	0:40:07	326	2:01:05	347	2:41:12	342	1:07:09	222	320
293	398	中山 稔巳	3:48:48	0:35:01	242	1:56:33	334	2:31:34	324	1:17:14	301	322
294	350	大波 久男	3:49:44	0:41:07	332	1:41:26	235	2:22:33	274	1:27:11	343	324
295	323	永久保 征和	3:50:24	0:41:58	337	1:46:53	289	2:28:51	312	1:21:33	327	325
296	156	菅野 隆浩	3:50:26	0:28:05	67	1:54:43	330	2:22:48	278	1:27:38	345	326
297	447	本名 正雄	3:51:21	0:39:22	315	1:51:06	310	2:30:28	321	1:20:53	323	327
298	336	草地 寛和	3:51:27	0:47:19	354	1:46:34	286	2:33:53	329	1:17:34	305	328
299	401	佐藤 昭仁	3:52:35	0:37:07	288	1:51:58	313	2:29:05	315	1:23:30	333	329
300	380	宇土 潤平	3:52:41	0:45:34	348	1:43:56	265	2:29:30	317	1:23:11	331	330
301	312	共田 武史	3:56:53	0:35:57	263	1:54:34	327	2:30:31	323	1:26:22	341	331
302	399	塩谷 雅芳	3:57:06	0:40:06	325	1:57:49	340	2:37:55	334	1:19:11	316	332
303	456	根津 直大	3:57:08	0:45:27	347	1:54:41	329	2:40:08	337	1:17:00	299	333
304	453	福嶋 忠宣	3:58:56	0:48:03	355	1:52:55	320	2:40:58	339	1:17:58	308	335
305	417	有田 純也	3:59:52	0:49:39	357	1:56:03	333	2:45:42	348	1:14:10	285	336
306	342	松本 幸三	4:00:14	0:35:38	257	1:57:39	338	2:33:17	327	1:26:57	342	337
307	363	鈴木 敏明	4:01:08	0:42:09	342	1:53:40	321	2:35:49	331	1:25:19	338	338
308	252	中川 太	4:01:37	0:30:03	99	2:14:14	356	2:44:17	347	1:17:20	303	339
309	328	川端 一嘉	4:01:55	0:36:26	275	1:52:35	318	2:29:01	313	1:32:54	350	340
310	137	岸 和由	4:02:56	0:43:42	346	1:59:11	342	2:42:53	344	1:20:03	320	342
311	358	山本 幸之介	4:07:51	0:39:35	317	1:59:17	343	2:38:52	335	1:28:59	347	344
312	438	名古屋 健介	4:09:50	0:46:14	351	2:00:00	345	2:46:14	349	1:23:36	334	346
313	351	神戸 嘉久	4:09:51	0:35:58	264	2:07:45	352	2:43:43	345	1:26:08	340	347
314	297	猿田 晋也	4:11:27	0:47:05	353	1:54:40	328	2:41:45	343	1:29:42	348	348
315	318	元川 治明	4:19:39	0:30:48	116	2:20:52	358	2:51:40	355	1:27:59	346	349
316	355	栗田 啓一	4:19:45	0:39:53	320	2:01:08	348	2:41:01	340	1:38:44	353	350
317	422	江本 潤	4:21:36	0:50:35	359	2:00:20	346	2:50:55	354	1:30:41	349	352
318	443	茨木 大輔	4:31:28	0:50:02	358	2:18:28	357	3:08:30	358	1:22:58	330	353
319	384	小嶋 勲	4:37:10	0:52:39	360	1:54:00	324	2:46:39	350	1:50:31	354	354
DNF	113	幸坂 健太郎		0:24:02	18	1:35:37	159	1:59:39	82			DNF
DNF	434	朝井 啓斗		0:38:33	307	1:55:16	331	2:33:49	328			DNF
DNF	439	小林 広師		0:48:12	356	2:09:55	354	2:58:07	357			DNF
DNF	125	唐沢 剛史		0:32:55	182							DNF
DNF	220	田中 謙治		0:31:36	139							DNF
DNF	389	宮下 哲哉		0:37:34	297							DNF
DNF	430	児玉 行雄		0:53:54	361							DNF
DNF	141	安藤 和昭										DNF
DNF	172	山根 薫										DNF
DNF	186	笹谷 朋弘										DNF
DNF	367	榊 祐毅										DNF
DNF	382	佐野 翼										DNF
DNF	448	鈴木 隆之										DNF
DNF	460	今井 亮										DNF
DNF	463	片桐 智也										DNF
DNF	476	坂爪 貞幸										DNF
SKIP	415	衛 涛				1:41:40				1:09:35		SKIP
SKIP	428	麻生 裕貴				1:51:41				1:14:51		SKIP
SKIP	446	村上 心平				1:59:57				1:30:33		SKIP
DSQ	138	佐々木 裕一	2:16:27	0:24:59		1:25:59		1:50:58		0:25:29		DSQ
DSQ	191	若柳 諒	3:41:42	0:31:23		1:40:36		2:11:59		1:29:43		DSQ
DSQ	416	戸井田 直人	3:05:05	0:37:07		1:18:57		1:56:04		1:09:01		DSQ
DSQ	429	昆 敏明								1:17:08		DSQ
DNS	120	関口 奨										DNS
DNS	122	渡邉 達樹										DNS
DNS	128	柴田 清久										DNS
DNS	155	新木 武司										DNS
DNS	166	松清 大										DNS
DNS	173	橋爪 幹幸										DNS
DNS	179	吉澤 拓未										DNS
DNS	217	山本 佑司										DNS
DNS	219	小林 基益										DNS
DNS	224	齊藤 雄大										DNS
DNS	246	河野 雄揮										DNS
DNS	259	土屋 英樹										DNS
DNS	261	宮澤 潤										DNS
DNS	263	福田 正										DNS
DNS	268	新居 達郎										DNS
DNS	278	国枝 祐一										DNS
DNS	293	千葉 駿介										DNS
DNS	294	金子 禄昌										DNS
DNS	302	中江 俊博										DNS
DNS	310	宇留間 貴士										DNS
DNS	315	阪下 晋矢										DNS
DNS	325	平田 国治										DNS
DNS	333	林宝 謙治										DNS
DNS	348	扇 建治										DNS
DNS	361	山口 実										DNS
DNS	381	山田 幸誠										DNS
DNS	385	川又 永治										DNS
DNS	386	秋本 輝樹										DNS
DNS	390	三浦 久始										DNS
DNS	413	藤木 鉄平										DNS
DNS	420	清水 賢臣										DNS
DNS	425	石井 孝太郎										DNS
DNS	433	近藤 泰児										DNS
DNS	435	稗田 健人										DNS
DNS	440	高坂 直矢										DNS
DNS	451	安類 智仁										DNS
DNS	473	森 栄三郎										DNS
DNS	477	松本 潤一										DNS
DNS	479	須藤 永力										DNS
DNS	480	橋本 裕輝										DNS
DNS	481	伊藤 頼親										DNS
DNS	482	森井 崇喜										DNS
DNS	483	森山 岳										DNS
